"id","monster_id","name","boss","move_ai","movable_count","attack_ai","attackable_count","ai_change_type","ai_percent","ai_point","hp","parts_count","attack","defense","critical","accuracy","miss","position_restriction","x","y","attribute","drop_coin","drop_material1","material_rate1","drop_material2","material_rate2","drop_material3","material_rate3","drop_piece","drop_piece_number","drop_level"
"EEN05019","MON40068","森灵兔","0","MAI00002|MAI00005","2|0","AAI00002|AAI00044","1|1","ACT00003","30000","0","769","99","1","107","0","100000","0","3","-1","-1","4","7","","","","","","","","",""
"EEN05020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05021","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","1499","99","639","54","0","100000","0","3","-1","-1","4","23","MTR10266","100000","","","","","","",""
"EEN05022","MON40007","阴森的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","634","99","2104","0","0","100000","0","3","-1","-1","4","25","","","","","","","","",""
"EEN05023","MON40007","阴森的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","634","99","2104","0","0","100000","0","3","-1","-1","4","24","","","","","","","","",""
"EEN05024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05026","MON40005","隐匿蝙蝠","0","MAI00005","3","AAI00002","1","","","","1104","99","879","13","0","100000","0","3","-1","-1","4","19","MTR10036","100000","","","","","","",""
"EEN05027","MON40069","森小恶魔","0","MAI00005","2","AAI00002","2","","","","1278","99","1076","27","0","100000","0","3","-1","-1","4","24","","","","","","","","",""
"EEN05028","MON40069","森小恶魔","0","MAI00005","2","AAI00002","2","","","","1278","99","1076","27","0","100000","0","3","-1","-1","4","20","","","","","","","","",""
"EEN05029","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05031","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","1499","99","639","54","0","100000","0","3","-1","-1","4","22","","","","","","","","",""
"EEN05032","MON40005","隐匿蝙蝠","0","MAI00005","3","AAI00002","1","","","","1104","99","879","13","0","100000","0","3","-1","-1","4","18","","","","","","","","",""
"EEN05033","MON40007","阴森的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","634","99","2104","0","0","100000","0","3","-1","-1","4","29","","","","","","","","",""
"EEN05034","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05035","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05036","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","1499","99","639","54","0","100000","0","3","-1","-1","4","21","MTR10118","100000","","","","","","",""
"EEN05037","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","1499","99","639","54","0","100000","0","3","-1","-1","4","21","","","","","","","","",""
"EEN05038","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","1499","99","639","54","0","100000","0","3","-1","-1","4","22","","","","","","","","",""
"EEN05039","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05040","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05041","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","1499","99","639","54","0","100000","0","3","-1","-1","4","22","","","","","","","","",""
"EEN05042","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","1499","99","639","54","0","100000","0","3","-1","-1","4","18","","","","","","","","",""
"EEN05043","MON40003","阴森矿工","0","MAI00005","2","AAI00002","1","","","","1057","99","903","0","0","100000","0","3","-1","-1","4","22","","","","","","","","",""
"EEN05044","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05046","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","1499","99","639","54","0","100000","0","3","-1","-1","4","18","MTR10041","100000","","","","","","",""
"EEN05047","MON40070","森重火炮","0","MAI00006","1","AAI00113","2","","","","5","99","682","100000","0","100000","0","3","-1","-1","4","7","","","","","","","","",""
"EEN05048","MON40070","森重火炮","0","MAI00006","1","AAI00113","2","","","","5","99","682","100000","0","100000","0","3","-1","-1","4","7","","","","","","","","",""
"EEN05049","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05051","MON40005","隐匿蝙蝠","0","MAI00005","3","AAI00002","1","","","","1104","99","879","13","0","100000","0","3","-1","-1","4","19","MTR10177","100000","","","","","","",""
"EEN05052","MON40003","阴森矿工","0","MAI00005","2","AAI00002","1","","","","1057","99","903","0","0","100000","0","3","-1","-1","4","22","","","","","","","","",""
"EEN05053","MON40003","阴森矿工","0","MAI00005","2","AAI00002","1","","","","1057","99","903","0","0","100000","0","3","-1","-1","4","19","","","","","","","","",""
"EEN05054","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05056","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","1499","99","639","54","0","100000","0","3","-1","-1","4","25","","","","","","","","",""
"EEN05057","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","1499","99","639","54","0","100000","0","3","-1","-1","4","24","","","","","","","","",""
"EEN05058","MON40008","隐匿猫头鹰","0","MAI00005","2","AAI00028","1","","","","1278","99","701","0","0","100000","0","3","-1","-1","4","22","","","","","","","","",""
"EEN05059","MON40068","森灵兔","0","MAI00002|MAI00005","2|0","AAI00002|AAI00044","1|1","ACT00003","30000","0","769","99","1","107","0","100000","0","3","-1","-1","4","7","","","","","","","","",""
"EEN05060","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05061","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","1499","99","639","54","0","100000","0","3","-1","-1","4","22","MTR10023","100000","","","","","","",""
"EEN05062","MON40005","隐匿蝙蝠","0","MAI00005","3","AAI00002","1","","","","1104","99","879","13","0","100000","0","3","-1","-1","4","22","","","","","","","","",""
"EEN05063","MON40005","隐匿蝙蝠","0","MAI00005","3","AAI00002","1","","","","1104","99","879","13","0","100000","0","3","-1","-1","4","23","","","","","","","","",""
"EEN05064","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05065","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05066","MON40007","阴森的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","634","99","2104","0","0","100000","0","3","-1","-1","4","30","","","","","","","","",""
"EEN05067","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","1499","99","639","54","0","100000","0","3","-1","-1","4","22","","","","","","","","",""
"EEN05068","MON40007","阴森的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","634","99","2104","0","0","100000","0","3","-1","-1","4","24","","","","","","","","",""
"EEN05069","MON40051","石化南瓜","0","MAI00005","2","AAI00002","1","","","","6","99","990","4500","0","100000","0","3","-1","-1","4","9","PUM40001","50000","STS00001","50000","","","","",""
"EEN05070","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05071","MON40005","隐匿蝙蝠","0","MAI00005","3","AAI00002","1","","","","1104","99","879","13","0","100000","0","3","-1","-1","4","20","MTR10123","100000","","","","","","",""
"EEN05072","MON40003","阴森矿工","0","MAI00005","2","AAI00002","1","","","","1057","99","903","0","0","100000","0","3","-1","-1","4","18","","","","","","","","",""
"EEN05073","MON40003","阴森矿工","0","MAI00005","2","AAI00002","1","","","","1057","99","903","0","0","100000","0","3","-1","-1","4","19","","","","","","","","",""
"EEN05074","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05075","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05076","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","1499","99","639","54","0","100000","0","3","-1","-1","4","23","MTR10031","100000","","","","","","",""
"EEN05077","MON40008","隐匿猫头鹰","0","MAI00005","2","AAI00028","1","","","","1278","99","701","0","0","100000","0","3","-1","-1","4","20","","","","","","","","",""
"EEN05078","MON40007","阴森的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","634","99","2104","0","0","100000","0","3","-1","-1","4","28","","","","","","","","",""
"EEN05079","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05080","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05081","MON40003","阴森矿工","0","MAI00005","2","AAI00002","1","","","","1057","99","903","0","0","100000","0","3","-1","-1","4","18","","","","","","","","",""
"EEN05082","MON40003","阴森矿工","0","MAI00005","2","AAI00002","1","","","","1057","99","903","0","0","100000","0","3","-1","-1","4","18","","","","","","","","",""
"EEN05083","MON40003","阴森矿工","0","MAI00005","2","AAI00002","1","","","","1057","99","903","0","0","100000","0","3","-1","-1","4","22","","","","","","","","",""
"EEN05084","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05085","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05086","MON40007","阴森的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","634","99","2104","0","0","100000","0","3","-1","-1","4","27","MTR10178","100000","","","","","","",""
"EEN05087","MON40005","隐匿蝙蝠","0","MAI00005","3","AAI00002","1","","","","1104","99","879","13","0","100000","0","3","-1","-1","4","19","","","","","","","","",""
"EEN05088","MON40005","隐匿蝙蝠","0","MAI00005","3","AAI00002","1","","","","1104","99","879","13","0","100000","0","3","-1","-1","4","17","","","","","","","","",""
"EEN05089","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05090","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05091","MON40007","阴森的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","634","99","2104","0","0","100000","0","3","-1","-1","4","26","","","","","","","","",""
"EEN05092","MON40003","阴森矿工","0","MAI00005","2","AAI00002","1","","","","1057","99","903","0","0","100000","0","3","-1","-1","4","21","","","","","","","","",""
"EEN05093","MON40003","阴森矿工","0","MAI00005","2","AAI00002","1","","","","1057","99","903","0","0","100000","0","3","-1","-1","4","20","","","","","","","","",""
"EEN05094","MON40007","阴森的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","634","99","2104","0","0","100000","0","3","-1","-1","4","30","","","","","","","","",""
"EEN05095","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05096","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","1499","99","639","54","0","100000","0","3","-1","-1","4","19","MTR10179","100000","","","","","","",""
"EEN05097","MON40007","阴森的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","634","99","2104","0","0","100000","0","3","-1","-1","4","27","","","","","","","","",""
"EEN05098","MON40007","阴森的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","634","99","2104","0","0","100000","0","3","-1","-1","4","24","","","","","","","","",""
"EEN05099","MON40005","隐匿蝙蝠","0","MAI00005","3","AAI00002","1","","","","1104","99","879","13","0","100000","0","3","-1","-1","4","18","","","","","","","","",""
"EEN05100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05101","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","1499","99","639","54","0","100000","0","3","-1","-1","4","19","MTR10264","100000","","","","","","",""
"EEN05102","MON40008","隐匿猫头鹰","0","MAI00005","2","AAI00028","1","","","","1278","99","701","0","0","100000","0","3","-1","-1","4","18","","","","","","","","",""
"EEN05103","MON40008","隐匿猫头鹰","0","MAI00005","2","AAI00028","1","","","","1278","99","701","0","0","100000","0","3","-1","-1","4","17","","","","","","","","",""
"EEN05104","MON40005","隐匿蝙蝠","0","MAI00005","3","AAI00002","1","","","","1104","99","879","13","0","100000","0","3","-1","-1","4","22","","","","","","","","",""
"EEN05105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05106","MON40005","隐匿蝙蝠","0","MAI00005","3","AAI00002","1","","","","1104","99","879","13","0","100000","0","3","-1","-1","4","22","","","","","","","","",""
"EEN05107","MON40005","隐匿蝙蝠","0","MAI00005","3","AAI00002","1","","","","1104","99","879","13","0","100000","0","3","-1","-1","4","19","","","","","","","","",""
"EEN05108","MON40005","隐匿蝙蝠","0","MAI00005","3","AAI00002","1","","","","1104","99","879","13","0","100000","0","3","-1","-1","4","18","","","","","","","","",""
"EEN05109","MON40068","森灵兔","0","MAI00002|MAI00005","2|0","AAI00002|AAI00044","1|1","ACT00003","30000","0","769","99","1","107","0","100000","0","3","-1","-1","4","8","","","","","","","","",""
"EEN05110","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05111","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","1499","99","639","54","0","100000","0","3","-1","-1","4","21","MTR10038","100000","","","","","","",""
"EEN05112","MON40008","隐匿猫头鹰","0","MAI00005","2","AAI00028","1","","","","1278","99","701","0","0","100000","0","3","-1","-1","4","21","","","","","","","","",""
"EEN05113","MON40005","隐匿蝙蝠","0","MAI00005","3","AAI00002","1","","","","1104","99","879","13","0","100000","0","3","-1","-1","4","21","","","","","","","","",""
"EEN05114","MON40005","隐匿蝙蝠","0","MAI00005","3","AAI00002","1","","","","1104","99","879","13","0","100000","0","3","-1","-1","4","21","","","","","","","","",""
"EEN05115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05116","MON40003","阴森矿工","0","MAI00005","2","AAI00002","1","","","","1057","99","903","0","0","100000","0","3","-1","-1","4","17","","","","","","","","",""
"EEN05117","MON40003","阴森矿工","0","MAI00005","2","AAI00002","1","","","","1057","99","903","0","0","100000","0","3","-1","-1","4","21","","","","","","","","",""
"EEN05118","MON40007","阴森的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","634","99","2104","0","0","100000","0","3","-1","-1","4","24","","","","","","","","",""
"EEN05119","MON40005","隐匿蝙蝠","0","MAI00005","3","AAI00002","1","","","","1104","99","879","13","0","100000","0","3","-1","-1","4","20","","","","","","","","",""
"EEN05120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05121","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","1499","99","639","54","0","100000","0","3","-1","-1","4","19","MTR10180","100000","","","","","","",""
"EEN05122","MON40005","隐匿蝙蝠","0","MAI00005","3","AAI00002","1","","","","1104","99","879","13","0","100000","0","3","-1","-1","4","17","","","","","","","","",""
"EEN05123","MON40003","阴森矿工","0","MAI00005","2","AAI00002","1","","","","1057","99","903","0","0","100000","0","3","-1","-1","4","21","","","","","","","","",""
"EEN05124","MON40008","隐匿猫头鹰","0","MAI00005","2","AAI00028","1","","","","1278","99","701","0","0","100000","0","3","-1","-1","4","17","","","","","","","","",""
"EEN05125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05126","MON40002","强力森元素","1","MAI00005","2","AAI00002","1","","","0","15418","99","1269","242","0","100000","0","3","-1","-1","4","145","MTR00001","100000","","","","","","",""
"EEN05127","MON40054","巫医","1","MAI00006|MAI00006|MAI00006","2|2|2","AAI00024|AAI00025|AAI00024","1|1|1","ACT00001","33000","0","19015","99","1057","281","0","100000","0","3","-1","-1","4","189","MTR00012","100000","","","","","MOP10004","1",""
"EEN05128","MON40015","龙人撼地者","1","MAI00005","2","AAI00010","1","","","","13866","99","1518","322","0","100000","0","3","-1","-1","4","155","MTR00001","100000","","","","","","",""
"EEN05129","MON40010","骷髅弓箭手","1","MAI00006","1","AAI00115","1","","","","13164","99","1533","81","0","100000","0","3","-1","-1","4","165","MTR00010","100000","","","","","","",""
"EEN05130","MON40073","战争古树","1","MAI00005","1","AAI00002","1","","","0","22478","99","1470","625","0","100000","0","3","-1","-1","4","239","MTR00001","100000","","","","","","",""
"EEN05131","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05132","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05133","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05136","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05137","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05139","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05140","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05141","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05142","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05144","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05145","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05147","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05148","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05149","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN05150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN06001","MON40007","阴森的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","842","99","3040","0","0","100000","0","3","-1","-1","4","43","MTR10199","100000","","","","","","",""
"EEN06002","MON40007","阴森的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","842","99","3040","0","0","100000","0","3","-1","-1","4","38","","","","","","","","",""
"EEN06003","MON40005","隐匿蝙蝠","0","MAI00005","3","AAI00002","1","","","","2040","99","1388","34","0","100000","0","3","-1","-1","4","36","","","","","","","","",""
"EEN06004","MON40008","隐匿猫头鹰","0","MAI00005","2","AAI00028","1","","","","2171","99","1013","0","0","100000","0","3","-1","-1","4","32","","","","","","","","",""
"EEN06005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN06006","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","2579","99","1086","137","0","100000","0","3","-1","-1","4","36","","","","","","","","",""
"EEN06007","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","2579","99","1086","137","0","100000","0","3","-1","-1","4","36","","","","","","","","",""
"EEN06008","MON40005","隐匿蝙蝠","0","MAI00005","3","AAI00002","1","","","","2040","99","1388","34","0","100000","0","3","-1","-1","4","38","","","","","","","","",""
"EEN06009","MON40051","石化南瓜","0","MAI00005","2","AAI00002","1","","","","6","99","1206","4500","0","100000","0","3","-1","-1","4","12","PUM40001","50000","STS00001","50000","","","","",""
"EEN06010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN06011","MON40008","隐匿猫头鹰","0","MAI00005","2","AAI00028","1","","","","2171","99","1013","0","0","100000","0","3","-1","-1","4","32","MTR10200","100000","","","","","","",""
"EEN06012","MON40008","隐匿猫头鹰","0","MAI00005","2","AAI00028","1","","","","2171","99","1013","0","0","100000","0","3","-1","-1","4","28","","","","","","","","",""
"EEN06013","MON40007","阴森的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","842","99","3040","0","0","100000","0","3","-1","-1","4","43","","","","","","","","",""
"EEN06014","MON40003","阴森矿工","0","MAI00005","2","AAI00002","1","","","","1763","99","1526","0","0","100000","0","3","-1","-1","4","35","","","","","","","","",""
"EEN06015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN06016","MON30007","暴躁的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","842","99","3040","0","0","100000","0","3","-1","-1","3","41","","","","","","","","",""
"EEN06017","MON30007","暴躁的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","842","99","3040","0","0","100000","0","3","-1","-1","3","34","","","","","","","","",""
"EEN06018","MON40007","阴森的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","842","99","3040","0","0","100000","0","3","-1","-1","4","38","","","","","","","","",""
"EEN06019","MON40007","阴森的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","842","99","3040","0","0","100000","0","3","-1","-1","4","38","","","","","","","","",""
"EEN06020","MON10008","燃烧猫头鹰","0","MAI00005","2","AAI00029","1","","","","2171","99","1013","0","0","100000","0","3","-1","-1","1","28","","","","","","","","",""
"EEN06021","MON40028","石化作战傀儡","0","MAI00005|MAI00006|MAI00005","2|2|2","AAI00007|AAI00008|AAI00007","1|1|1","ACT00001","33000","0","46317","99","2229","205","0","100000","0","3","-1","-1","4","461","MTR10201","100000","","","","","","",""
"EEN06022","MON30001","雷元素","0","MAI00005","1","AAI00002","1","","","","2579","99","1086","137","0","100000","0","3","-1","-1","3","32","","","","","","","","",""
"EEN06023","MON30001","雷元素","0","MAI00005","1","AAI00002","1","","","","2579","99","1086","137","0","100000","0","3","-1","-1","3","36","","","","","","","","",""
"EEN06024","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","2579","99","1086","137","0","100000","0","3","-1","-1","4","38","","","","","","","","",""
"EEN06025","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","2579","99","1086","137","0","100000","0","3","-1","-1","4","36","","","","","","","","",""
"EEN06026","MON40007","阴森的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","842","99","3040","0","0","100000","0","3","-1","-1","4","41","MTR10202","100000","","","","","","",""
"EEN06027","MON40007","阴森的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","842","99","3040","0","0","100000","0","3","-1","-1","4","40","","","","","","","","",""
"EEN06028","MON10003","狂怒矿工","0","MAI00005","2","AAI00002","1","","","","1763","99","1526","0","0","100000","0","3","-1","-1","1","35","","","","","","","","",""
"EEN06029","MON20003","冷酷矿工","0","MAI00005","2","AAI00002","1","","","","1763","99","1526","0","0","100000","0","3","-1","-1","2","33","","","","","","","","",""
"EEN06030","MON30007","暴躁的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","842","99","3040","0","0","100000","0","3","-1","-1","3","42","","","","","","","","",""
"EEN06031","MON20001","水元素","0","MAI00005","1","AAI00002","1","","","","2579","99","1086","137","0","100000","0","3","-1","-1","2","42","","","","","","","","",""
"EEN06032","MON10003","狂怒矿工","0","MAI00005","2","AAI00002","1","","","","1763","99","1526","0","0","100000","0","3","-1","-1","1","37","","","","","","","","",""
"EEN06033","MON40003","阴森矿工","0","MAI00005","2","AAI00002","1","","","","1763","99","1526","0","0","100000","0","3","-1","-1","4","32","","","","","","","","",""
"EEN06034","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","2579","99","1086","137","0","100000","0","3","-1","-1","4","34","","","","","","","","",""
"EEN06035","MON30001","雷元素","0","MAI00005","1","AAI00002","1","","","","2579","99","1086","137","0","100000","0","3","-1","-1","3","41","","","","","","","","",""
"EEN06036","MON30003","暴躁矿工","0","MAI00005","2","AAI00002","1","","","","1763","99","1526","0","0","100000","0","3","-1","-1","3","35","MTR10152","100000","","","","","","",""
"EEN06037","MON40003","阴森矿工","0","MAI00005","2","AAI00002","1","","","","1763","99","1526","0","0","100000","0","3","-1","-1","4","34","","","","","","","","",""
"EEN06038","MON20001","水元素","0","MAI00005","1","AAI00002","1","","","","2579","99","1086","137","0","100000","0","3","-1","-1","2","32","","","","","","","","",""
"EEN06039","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","2579","99","1086","137","0","100000","0","3","-1","-1","4","34","","","","","","","","",""
"EEN06040","MON20008","冰冷猫头鹰","0","MAI00005","2","AAI00030","1","","","","2171","99","1013","0","0","100000","0","3","-1","-1","2","34","","","","","","","","",""
"EEN06041","MON30005","雷鸣蝙蝠","0","MAI00005","3","AAI00002","1","","","","2040","99","1388","34","0","100000","0","3","-1","-1","3","33","","","","","","","","",""
"EEN06042","MON10003","狂怒矿工","0","MAI00005","2","AAI00002","1","","","","1763","99","1526","0","0","100000","0","3","-1","-1","1","34","","","","","","","","",""
"EEN06043","MON10003","狂怒矿工","0","MAI00005","2","AAI00002","1","","","","1763","99","1526","0","0","100000","0","3","-1","-1","1","32","","","","","","","","",""
"EEN06044","MON40005","隐匿蝙蝠","0","MAI00005","3","AAI00002","1","","","","2040","99","1388","34","0","100000","0","3","-1","-1","4","38","","","","","","","","",""
"EEN06045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN06046","MON30015","龙人唤雷者","0","MAI00005","2","AAI00010","1","","","","20619","99","2474","821","0","100000","0","3","-1","-1","3","222","MTR10203","100000","","","","","","",""
"EEN06047","MON10005","燃烧蝙蝠","0","MAI00005","3","AAI00002","1","","","","2040","99","1388","34","0","100000","0","3","-1","-1","1","35","","","","","","","","",""
"EEN06048","MON10005","燃烧蝙蝠","0","MAI00005","3","AAI00002","1","","","","2040","99","1388","34","0","100000","0","3","-1","-1","1","31","","","","","","","","",""
"EEN06049","MON30005","雷鸣蝙蝠","0","MAI00005","3","AAI00002","1","","","","2040","99","1388","34","0","100000","0","3","-1","-1","3","39","","","","","","","","",""
"EEN06050","MON10007","狂怒的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","842","99","3040","0","0","100000","0","3","-1","-1","1","40","","","","","","","","",""
"EEN06051","MON10005","燃烧蝙蝠","0","MAI00005","3","AAI00002","1","","","","2040","99","1388","34","0","100000","0","3","-1","-1","1","31","MTR10204","100000","","","","","","",""
"EEN06052","MON20005","冰冷蝙蝠","0","MAI00005","3","AAI00002","1","","","","2040","99","1388","34","0","100000","0","3","-1","-1","2","33","","","","","","","","",""
"EEN06053","MON30005","雷鸣蝙蝠","0","MAI00005","3","AAI00002","1","","","","2040","99","1388","34","0","100000","0","3","-1","-1","3","36","","","","","","","","",""
"EEN06054","MON40005","隐匿蝙蝠","0","MAI00005","3","AAI00002","1","","","","2040","99","1388","34","0","100000","0","3","-1","-1","4","32","","","","","","","","",""
"EEN06055","MON30008","雷鸣猫头鹰","0","MAI00005","2","AAI00031","1","","","","2171","99","1013","0","0","100000","0","3","-1","-1","3","32","","","","","","","","",""
"EEN06056","MON30001","雷元素","0","MAI00005","1","AAI00002","1","","","","2579","99","1086","137","0","100000","0","3","-1","-1","3","38","","","","","","","","",""
"EEN06057","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","2579","99","1086","137","0","100000","0","3","-1","-1","4","37","","","","","","","","",""
"EEN06058","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","2579","99","1086","137","0","100000","0","3","-1","-1","4","33","","","","","","","","",""
"EEN06059","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","2579","99","1086","137","0","100000","0","3","-1","-1","4","39","","","","","","","","",""
"EEN06060","MON40015","龙人撼地者","0","MAI00005","2","AAI00010","1","","","","3800","99","2029","205","0","100000","0","3","-1","-1","4","58","","","","","","","","",""
"EEN06061","MON20005","冰冷蝙蝠","0","MAI00005","3","AAI00002","1","","","","2040","99","1388","34","0","100000","0","3","-1","-1","2","36","MTR10205","100000","","","","","","",""
"EEN06062","MON20005","冰冷蝙蝠","0","MAI00005","3","AAI00002","1","","","","2040","99","1388","34","0","100000","0","3","-1","-1","2","35","","","","","","","","",""
"EEN06063","MON20007","冷酷的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","842","99","3040","0","0","100000","0","3","-1","-1","2","33","","","","","","","","",""
"EEN06064","MON30005","雷鸣蝙蝠","0","MAI00005","3","AAI00002","1","","","","2040","99","1388","34","0","100000","0","3","-1","-1","3","35","","","","","","","","",""
"EEN06065","MON20015","龙人猎潮者","0","MAI00005","2","AAI00010","1","","","","3800","99","2029","205","0","100000","0","3","-1","-1","2","56","","","","","","","","",""
