"id","name","monster_id","boss","move_ai","movable_count","attack_ai","attackable_count","ai_change_type","ai_percent","ai_point","hp","parts_count","attack","defense","critical","accuracy","miss","position_restriction","x","y","attribute","drop_coin","drop_material1","material_rate1","drop_material2","material_rate2","drop_material3","material_rate3","drop_material4","material_rate4","drop_piece","drop_level"
"SEN09001","火咒术魔书","MON10071","0","MAI00006","2","AAI00028","1","","","","3014","99","1276","0","0","100000","0","3","-1","-1","1","49","MTR10063","100000","","","","","","","",""
"SEN09002","火咒术魔书","MON10071","0","MAI00006","2","AAI00028","1","","","","3014","99","1276","0","0","100000","0","3","-1","-1","1","49","","","","","","","","","",""
"SEN09003","火小恶魔","MON10069","0","MAI00005","2","AAI00002","2","","","","3789","99","2711","144","0","100000","0","3","-1","-1","1","73","","","","","","","","","",""
"SEN09004","战争古树","MON40073","0","MAI00005","2","AAI00002","1","","","","8028","99","2437","1293","0","100000","0","3","-1","-1","4","103","","","","","","","","","",""
"SEN09005","龙人暴怒者","MON10015","0","MAI00005","2","AAI00002","1","","","","6659","99","3270","431","0","100000","0","3","-1","-1","1","92","","","","","","","","","",""
"SEN09006","水咒术魔书","MON20071","0","MAI00006","2","AAI00029","1","","","","3014","99","1276","0","0","100000","0","3","-1","-1","2","44","","","","","","","","","",""
"SEN09007","水咒术魔书","MON20071","0","MAI00006","2","AAI00029","1","","","","3014","99","1276","0","0","100000","0","3","-1","-1","2","36","","","","","","","","","",""
"SEN09008","水小恶魔","MON20069","0","MAI00005","2","AAI00002","2","","","","3789","99","2711","144","0","100000","0","3","-1","-1","2","72","","","","","","","","","",""
"SEN09009","石化作战傀儡","MON40028","0","MAI00005|MAI00006|MAI00005","2|2|2","AAI00007|AAI00008|AAI00007","1|1|1","ACT00001","33000","","9465","99","2655","287","0","100000","0","3","-1","-1","4","108","","","","","","","","","",""
"SEN09010","龙人猎潮者","MON20015","0","MAI00005","2","AAI00002","1","","","","6659","99","3270","431","0","100000","0","3","-1","-1","2","101","","","","","","","","","",""
"SEN09011","雷咒术魔书","MON30074","0","MAI00006","2","AAI00030","1","","","","3014","99","1276","0","0","100000","0","3","-1","-1","3","40","MTR10237","100000","","","","","","","",""
"SEN09012","雷咒术魔书","MON30074","0","MAI00006","2","AAI00030","1","","","","3014","99","1276","0","0","100000","0","3","-1","-1","3","45","","","","","","","","","",""
"SEN09013","雷小恶魔","MON30072","0","MAI00005","2","AAI00002","2","","","","3789","99","2711","144","0","100000","0","3","-1","-1","3","59","","","","","","","","","",""
"SEN09014","战争古树","MON40073","0","MAI00005","2","AAI00002","1","","","","8028","99","2437","1293","0","100000","0","3","-1","-1","4","114","","","","","","","","","",""
"SEN09015","龙人唤雷者","MON30015","0","MAI00005","2","AAI00002","1","","","","6659","99","3270","431","0","100000","0","3","-1","-1","3","111","","","","","","","","","",""
"SEN09016","森咒术魔书","MON40071","0","MAI00006","2","AAI00031","1","","","","3014","99","1276","0","0","100000","0","3","-1","-1","4","45","","","","","","","","","",""
"SEN09017","森咒术魔书","MON40071","0","MAI00006","2","AAI00031","1","","","","3014","99","1276","0","0","100000","0","3","-1","-1","4","42","","","","","","","","","",""
"SEN09018","森小恶魔","MON40069","0","MAI00005","2","AAI00002","2","","","","3789","99","2711","144","0","100000","0","3","-1","-1","4","63","","","","","","","","","",""
"SEN09019","水咒术魔书","MON20071","0","MAI00006","2","AAI00029","1","","","","3014","99","1276","0","0","100000","0","3","-1","-1","2","36","","","","","","","","","",""
"SEN09020","龙人撼地者","MON40015","0","MAI00005","2","AAI00002","1","","","","6659","99","3270","431","0","100000","0","3","-1","-1","4","101","","","","","","","","","",""
"SEN09021","火咒术魔书","MON10071","0","MAI00006","2","AAI00028","1","","","","3014","99","1276","0","0","100000","0","3","-1","-1","1","48","","","","","","","","","",""
"SEN09022","雷咒术魔书","MON30074","0","MAI00006","2","AAI00030","1","","","","3014","99","1276","0","0","100000","0","3","-1","-1","3","39","","","","","","","","","",""
"SEN09023","战争古树","MON40073","0","MAI00005","2","AAI00002","1","","","","8028","99","2437","1293","0","100000","0","3","-1","-1","4","89","","","","","","","","","",""
"SEN09024","火小恶魔","MON10069","0","MAI00005","2","AAI00002","2","","","","3789","99","2711","144","0","100000","0","3","-1","-1","1","61","","","","","","","","","",""
"SEN09025","火咒术魔书","MON10071","0","MAI00006","2","AAI00028","1","","","","3014","99","1276","0","0","100000","0","3","-1","-1","1","40","","","","","","","","","",""
"SEN09026","水咒术魔书","MON20071","0","MAI00006","2","AAI00029","1","","","","3014","99","1276","0","0","100000","0","3","-1","-1","2","41","","","","","","","","","",""
"SEN09027","森咒术魔书","MON40071","0","MAI00006","2","AAI00031","1","","","","3014","99","1276","0","0","100000","0","3","-1","-1","4","39","","","","","","","","","",""
"SEN09028","石化作战傀儡","MON40028","0","MAI00005|MAI00006|MAI00005","2|2|2","AAI00007|AAI00008|AAI00007","1|1|1","ACT00001","33000","","9465","99","2655","287","0","100000","0","3","-1","-1","4","125","","","","","","","","","",""
"SEN09029","水小恶魔","MON20069","0","MAI00005","2","AAI00002","2","","","","3789","99","2711","144","0","100000","0","3","-1","-1","2","70","","","","","","","","","",""
"SEN09030","森咒术魔书","MON40071","0","MAI00006","2","AAI00031","1","","","","3014","99","1276","0","0","100000","0","3","-1","-1","4","47","","","","","","","","","",""
"SEN09031","火咒术魔书","MON10071","0","MAI00006","2","AAI00028","1","","","","3014","99","1276","0","0","100000","0","3","-1","-1","1","48","","","","","","","","","",""
"SEN09032","战争古树","MON40073","0","MAI00005","2","AAI00002","1","","","","8028","99","2437","1293","0","100000","0","3","-1","-1","4","111","","","","","","","","","",""
"SEN09033","龙人暴怒者","MON10015","0","MAI00005","2","AAI00002","1","","","","6659","99","3270","431","0","100000","0","3","-1","-1","1","108","","","","","","","","","",""
"SEN09034","雷小恶魔","MON30072","0","MAI00005","2","AAI00002","2","","","","3789","99","2711","144","0","100000","0","3","-1","-1","3","75","","","","","","","","","",""
"SEN09035","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN09036","水咒术魔书","MON20071","0","MAI00006","2","AAI00029","1","","","","3014","99","1276","0","0","100000","0","3","-1","-1","2","40","","","","","","","","","",""
"SEN09037","火小恶魔","MON10069","0","MAI00005","2","AAI00002","2","","","","3789","99","2711","144","0","100000","0","3","-1","-1","1","69","","","","","","","","","",""
"SEN09038","龙人猎潮者","MON20015","0","MAI00005","2","AAI00002","1","","","","6659","99","3270","431","0","100000","0","3","-1","-1","2","103","","","","","","","","","",""
"SEN09039","森小恶魔","MON40069","0","MAI00005","2","AAI00002","2","","","","3789","99","2711","144","0","100000","0","3","-1","-1","4","61","","","","","","","","","",""
"SEN09040","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN09041","雷咒术魔书","MON30074","0","MAI00006","2","AAI00030","1","","","","3014","99","1276","0","0","100000","0","3","-1","-1","3","38","","","","","","","","","",""
"SEN09042","水小恶魔","MON20069","0","MAI00005","2","AAI00002","2","","","","3789","99","2711","144","0","100000","0","3","-1","-1","2","61","","","","","","","","","",""
"SEN09043","龙人唤雷者","MON30015","0","MAI00005","2","AAI00002","1","","","","6659","99","3270","431","0","100000","0","3","-1","-1","3","88","","","","","","","","","",""
"SEN09044","雷小恶魔","MON30072","0","MAI00005","2","AAI00002","2","","","","3789","99","2711","144","0","100000","0","3","-1","-1","3","64","","","","","","","","","",""
"SEN09045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN09046","森咒术魔书","MON40071","0","MAI00006","2","AAI00031","1","","","","3014","99","1276","0","0","100000","0","3","-1","-1","4","44","","","","","","","","","",""
"SEN09047","雷小恶魔","MON30072","0","MAI00005","2","AAI00002","2","","","","3789","99","2711","144","0","100000","0","3","-1","-1","3","62","","","","","","","","","",""
"SEN09048","龙人撼地者","MON40015","0","MAI00005","2","AAI00002","1","","","","6659","99","3270","431","0","100000","0","3","-1","-1","4","106","","","","","","","","","",""
"SEN09049","龙人猎潮者","MON20015","0","MAI00005","2","AAI00002","1","","","","6659","99","3270","431","0","100000","0","3","-1","-1","2","111","","","","","","","","","",""
"SEN09050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN09051","战争古树","MON40073","0","MAI00005","2","AAI00002","1","","","","8028","99","2437","1293","0","100000","0","3","-1","-1","4","117","","","","","","","","","",""
"SEN09052","森小恶魔","MON40069","0","MAI00005","2","AAI00002","2","","","","3789","99","2711","144","0","100000","0","3","-1","-1","4","71","","","","","","","","","",""
"SEN09053","石化作战傀儡","MON40028","0","MAI00005|MAI00006|MAI00005","2|2|2","AAI00007|AAI00008|AAI00007","1|1|1","ACT00001","33000","","9465","99","2655","287","0","100000","0","3","-1","-1","4","109","","","","","","","","","",""
"SEN09054","石化作战傀儡","MON40028","0","MAI00005|MAI00006|MAI00005","2|2|2","AAI00007|AAI00008|AAI00007","1|1|1","ACT00001","33000","","9465","99","2655","287","0","100000","0","3","-1","-1","4","120","","","","","","","","","",""
"SEN09055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN09056","兽王","MON40063","1","MAI00005|MAI00005|MAI00005|MAI00005","2|2|2|2","AAI00007|AAI00007|AAI00047|AAI00007","1|1|1|1","ACT00005","33000","40000","74646","99","7464","431","0","100000","0","3","-1","-1","4","854","MTR10238","100000","","","","","","","",""
"SEN09057","瓦娘","MON10064","1","MAI00005","2","AAI00070","2","","","","59576","99","3764","1206","0","100000","0","3","-1","-1","1","595","MTR10241","100000","","","","","","","",""
"SEN09058","白虎","MON40059","1","MAI00007|MAI00002|MAI00007","3|3|3","AAI00114|AAI00109|AAI00114","1|1|1","ACT00001","33000","","71477","99","4260","487","0","100000","0","3","-1","-1","4","863","","","","","","","","","",""
"SEN09059","火卡","MON10056","1","MAI00006|MAI00005|MAI00006","1|2|1","AAI00018|AAI00019|AAI00018","1|1|1","ACT00001","33000","","93307","99","5253","918","0","100000","0","3","-1","-1","1","946","","","","","","","","","",""
"SEN09060","光法","MON30061","1","MAI00005|MAI00005|MAI00005","2|2|1","AAI00022|AAI00023|AAI00022","1|1|1","ACT00001","33000","","95349","99","3839","575","0","100000","0","3","-1","-1","3","982","","","","","","","","","",""
"SEN10001","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","2243","99","1466","47","0","100000","0","3","-1","-1","2","35","MTR10259","100000","","","","","","","",""
"SEN10002","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","2243","99","1466","47","0","100000","0","3","-1","-1","2","34","","","","","","","","","",""
"SEN10003","狂怒的奥格瑞玛步兵","MON10007","0","MAI00005","1","AAI00001","1","","","","733","99","2547","0","0","100000","0","3","-1","-1","1","36","","","","","","","","","",""
"SEN10004","暴躁的奥格瑞玛步兵","MON30007","0","MAI00005","1","AAI00001","1","","","","733","99","2547","0","0","100000","0","3","-1","-1","3","33","","","","","","","","","",""
"SEN10005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN10006","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","2243","99","1466","47","0","100000","0","3","-1","-1","2","36","","","","","","","","","",""
"SEN10007","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","2243","99","1466","47","0","100000","0","3","-1","-1","2","33","","","","","","","","","",""
"SEN10008","冷酷的奥格瑞玛步兵","MON20007","0","MAI00005","1","AAI00001","1","","","","733","99","2547","0","0","100000","0","3","-1","-1","2","36","","","","","","","","","",""
"SEN10009","阴森的奥格瑞玛步兵","MON40007","0","MAI00005","1","AAI00001","1","","","","733","99","2547","0","0","100000","0","3","-1","-1","4","32","","","","","","","","","",""
"SEN10010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN10011","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","2243","99","1466","47","0","100000","0","3","-1","-1","2","36","MTR10171","100000","","","","","","","",""
"SEN10012","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","2243","99","1466","47","0","100000","0","3","-1","-1","2","38","","","","","","","","","",""
"SEN10013","燃烧猫头鹰","MON10008","0","MAI00005","2","AAI00028","1","","","","1701","99","849","0","0","100000","0","3","-1","-1","1","27","","","","","","","","","",""
"SEN10014","雷鸣猫头鹰","MON30008","0","MAI00005","2","AAI00030","1","","","","1701","99","849","0","0","100000","0","3","-1","-1","3","28","","","","","","","","","",""
"SEN10015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN10016","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","2243","99","1466","47","0","100000","0","3","-1","-1","2","39","","","","","","","","","",""
"SEN10017","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","2243","99","1466","47","0","100000","0","3","-1","-1","2","36","","","","","","","","","",""
"SEN10018","冰冷猫头鹰","MON20008","0","MAI00005","2","AAI00029","1","","","","1701","99","849","0","0","100000","0","3","-1","-1","2","27","","","","","","","","","",""
"SEN10019","隐匿猫头鹰","MON40008","0","MAI00005","2","AAI00031","1","","","","1701","99","849","0","0","100000","0","3","-1","-1","4","27","","","","","","","","","",""
"SEN10020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN10021","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","2243","99","1466","47","0","100000","0","3","-1","-1","2","35","","","","","","","","","",""
"SEN10022","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","2243","99","1466","47","0","100000","0","3","-1","-1","2","35","","","","","","","","","",""
"SEN10023","暴躁的奥格瑞玛步兵","MON30007","0","MAI00005","1","AAI00001","1","","","","733","99","2547","0","0","100000","0","3","-1","-1","3","31","","","","","","","","","",""
"SEN10024","燃烧猫头鹰","MON10008","0","MAI00005","2","AAI00028","1","","","","1701","99","849","0","0","100000","0","3","-1","-1","1","22","","","","","","","","","",""
"SEN10025","雷霆作战傀儡","MON30028","0","MAI00005|MAI00006|MAI00005","2|2|2","AAI00007|AAI00008|AAI00007","1|1|1","ACT00001","33000","","5095","99","1198","93","0","100000","0","3","-1","-1","3","54","","","","","","","","","",""
"SEN10026","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","2243","99","1466","47","0","100000","0","3","-1","-1","2","36","","","","","","","","","",""
"SEN10027","狂怒的奥格瑞玛步兵","MON10007","0","MAI00005","1","AAI00001","1","","","","733","99","2547","0","0","100000","0","3","-1","-1","1","30","","","","","","","","","",""
"SEN10028","石化作战傀儡","MON40028","0","MAI00005|MAI00006|MAI00005","2|2|2","AAI00007|AAI00008|AAI00007","1|1|1","ACT00001","33000","","5095","99","1198","93","0","100000","0","3","-1","-1","4","56","","","","","","","","","",""
"SEN10029","燃烧猫头鹰","MON10008","0","MAI00005","2","AAI00028","1","","","","1701","99","849","0","0","100000","0","3","-1","-1","1","23","","","","","","","","","",""
"SEN10030","狂怒的奥格瑞玛步兵","MON10007","0","MAI00005","1","AAI00001","1","","","","733","99","2547","0","0","100000","0","3","-1","-1","1","31","","","","","","","","","",""
"SEN10031","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","2243","99","1466","47","0","100000","0","3","-1","-1","2","40","","","","","","","","","",""
"SEN10032","冷酷的奥格瑞玛步兵","MON20007","0","MAI00005","1","AAI00001","1","","","","733","99","2547","0","0","100000","0","3","-1","-1","2","28","","","","","","","","","",""
"SEN10033","狂怒的奥格瑞玛步兵","MON10007","0","MAI00005","1","AAI00001","1","","","","733","99","2547","0","0","100000","0","3","-1","-1","1","29","","","","","","","","","",""
"SEN10034","冰冷猫头鹰","MON20008","0","MAI00005","2","AAI00029","1","","","","1701","99","849","0","0","100000","0","3","-1","-1","2","29","","","","","","","","","",""
"SEN10035","冷酷的奥格瑞玛步兵","MON20007","0","MAI00005","1","AAI00001","1","","","","733","99","2547","0","0","100000","0","3","-1","-1","2","29","","","","","","","","","",""
"SEN10036","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","2243","99","1466","47","0","100000","0","3","-1","-1","2","32","","","","","","","","","",""
"SEN10037","暴躁的奥格瑞玛步兵","MON30007","0","MAI00005","1","AAI00001","1","","","","733","99","2547","0","0","100000","0","3","-1","-1","3","32","","","","","","","","","",""
"SEN10038","冷酷的奥格瑞玛步兵","MON20007","0","MAI00005","1","AAI00001","1","","","","733","99","2547","0","0","100000","0","3","-1","-1","2","30","","","","","","","","","",""
"SEN10039","雷鸣猫头鹰","MON30008","0","MAI00005","2","AAI00030","1","","","","1701","99","849","0","0","100000","0","3","-1","-1","3","29","","","","","","","","","",""
"SEN10040","暴躁的奥格瑞玛步兵","MON30007","0","MAI00005","1","AAI00001","1","","","","733","99","2547","0","0","100000","0","3","-1","-1","3","31","","","","","","","","","",""
"SEN10041","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","2243","99","1466","47","0","100000","0","3","-1","-1","2","34","","","","","","","","","",""
"SEN10042","阴森的奥格瑞玛步兵","MON40007","0","MAI00005","1","AAI00001","1","","","","733","99","2547","0","0","100000","0","3","-1","-1","4","33","","","","","","","","","",""
"SEN10043","暴躁的奥格瑞玛步兵","MON30007","0","MAI00005","1","AAI00001","1","","","","733","99","2547","0","0","100000","0","3","-1","-1","3","28","","","","","","","","","",""
"SEN10044","隐匿猫头鹰","MON40008","0","MAI00005","2","AAI00031","1","","","","1701","99","849","0","0","100000","0","3","-1","-1","4","26","","","","","","","","","",""
"SEN10045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN10046","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","2243","99","1466","47","0","100000","0","3","-1","-1","2","38","","","","","","","","","",""
"SEN10047","雷霆作战傀儡","MON30028","0","MAI00005|MAI00006|MAI00005","2|2|2","AAI00007|AAI00008|AAI00007","1|1|1","ACT00001","33000","","5095","99","1198","93","0","100000","0","3","-1","-1","3","66","","","","","","","","","",""
"SEN10048","阴森的奥格瑞玛步兵","MON40007","0","MAI00005","1","AAI00001","1","","","","733","99","2547","0","0","100000","0","3","-1","-1","4","35","","","","","","","","","",""
"SEN10049","阴森的奥格瑞玛步兵","MON40007","0","MAI00005","1","AAI00001","1","","","","733","99","2547","0","0","100000","0","3","-1","-1","4","36","","","","","","","","","",""
"SEN10050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN10051","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN10052","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN10053","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN10054","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN10055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN10056","瓦娘","MON10065","1","MAI00005","2","AAI00070","2","","","","24375","99","2065","526","0","100000","0","3","-1","-1","1","278","MTR10273","100000","","","","","","","",""
"SEN10057","大帝","MON30068","1","MAI00005","3","AAI00027","2","","","","36371","99","1672","419","0","100000","0","3","-1","-1","3","342","MTR10184","100000","","","","","","","",""
"SEN10058","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN10059","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN10060","兽王","MON40062","1","MAI00005|MAI00005|MAI00005|MAI00005","2|2|2|2","AAI00007|AAI00007|AAI00047|AAI00007","1|1|1|1","ACT00005","33000","40000","30948","99","3094","140","0","100000","0","3","-1","-1","1","351","","","","","","","","","",""
"SEN11001","火小恶魔","MON10069","0","MAI00005","2","AAI00002","2","","","","2679","99","1989","92","0","100000","0","3","-1","-1","1","51","MTR10208","100000","","","","","","","",""
"SEN11002","狂怒的奥格瑞玛步兵","MON10007","0","MAI00005","1","AAI00001","1","","","","960","99","3571","0","0","100000","0","3","-1","-1","1","48","","","","","","","","","",""
"SEN11003","火JJ怪","MON10072","0","MAI00005|MAI00005","1|0","AAI00002|AAI00102","1|1","ACT00004","50000","","2151","99","1190","366","0","100000","0","3","-1","-1","1","35","","","","","","","","","",""
"SEN11004","火JJ怪","MON10072","0","MAI00005|MAI00005","1|0","AAI00002|AAI00102","1|1","ACT00004","50000","","2151","99","1190","366","0","100000","0","3","-1","-1","1","37","","","","","","","","","",""
"SEN11005","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","3654","99","1921","92","0","100000","0","3","-1","-1","2","50","","","","","","","","","",""
"SEN11006","水小恶魔","MON20069","0","MAI00005","2","AAI00002","2","","","","2679","99","1989","92","0","100000","0","3","-1","-1","2","49","","","","","","","","","",""
"SEN11007","冷酷的奥格瑞玛步兵","MON20007","0","MAI00005","1","AAI00001","1","","","","960","99","3571","0","0","100000","0","3","-1","-1","2","50","","","","","","","","","",""
"SEN11008","水JJ怪","MON20072","0","MAI00005","2","AAI00102","1","","","","2151","99","1190","366","0","100000","0","3","-1","-1","2","32","","","","","","","","","",""
"SEN11009","水JJ怪","MON20072","0","MAI00005","2","AAI00102","1","","","","2151","99","1190","366","0","100000","0","3","-1","-1","2","36","","","","","","","","","",""
"SEN11010","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","3654","99","1921","92","0","100000","0","3","-1","-1","2","57","","","","","","","","","",""
"SEN11011","雷小恶魔","MON30072","0","MAI00005","2","AAI00002","2","","","","2679","99","1989","92","0","100000","0","3","-1","-1","3","41","MTR10211","100000","","","","","","","",""
"SEN11012","暴躁的奥格瑞玛步兵","MON30007","0","MAI00005","1","AAI00001","1","","","","960","99","3571","0","0","100000","0","3","-1","-1","3","40","","","","","","","","","",""
"SEN11013","雷JJ怪","MON30075","0","MAI00005","2","AAI00102","1","","","","2151","99","1190","366","0","100000","0","3","-1","-1","3","37","","","","","","","","","",""
"SEN11014","雷JJ怪","MON30075","0","MAI00005","2","AAI00102","1","","","","2151","99","1190","366","0","100000","0","3","-1","-1","3","31","","","","","","","","","",""
"SEN11015","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","3654","99","1921","92","0","100000","0","3","-1","-1","2","64","","","","","","","","","",""
"SEN11016","森小恶魔","MON40069","0","MAI00005","2","AAI00002","2","","","","2679","99","1989","92","0","100000","0","3","-1","-1","4","51","","","","","","","","","",""
"SEN11017","阴森的奥格瑞玛步兵","MON40007","0","MAI00005","1","AAI00001","1","","","","960","99","3571","0","0","100000","0","3","-1","-1","4","48","","","","","","","","","",""
"SEN11018","森JJ怪","MON40072","0","MAI00005","2","AAI00102","1","","","","2151","99","1190","366","0","100000","0","3","-1","-1","4","33","","","","","","","","","",""
"SEN11019","森JJ怪","MON40072","0","MAI00005","2","AAI00102","1","","","","2151","99","1190","366","0","100000","0","3","-1","-1","4","30","","","","","","","","","",""
"SEN11020","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","3654","99","1921","92","0","100000","0","3","-1","-1","2","57","","","","","","","","","",""
"SEN11021","火重火炮","MON10070","0","MAI00006","1","AAI00110","2","","","","8","99","1367","100000","0","100000","0","3","-1","-1","1","13","","","","","","","","","",""
"SEN11022","雷重火炮","MON30073","0","MAI00006","1","AAI00112","2","","","","8","99","1367","100000","0","100000","0","3","-1","-1","3","15","","","","","","","","","",""
"SEN11023","火小恶魔","MON10069","0","MAI00005","2","AAI00002","2","","","","2679","99","1989","92","0","100000","0","3","-1","-1","1","54","","","","","","","","","",""
"SEN11024","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","3654","99","1921","92","0","100000","0","3","-1","-1","2","60","","","","","","","","","",""
"SEN11025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN11026","水重火炮","MON20070","0","MAI00006","1","AAI00111","2","","","","8","99","1367","100000","0","100000","0","3","-1","-1","2","13","","","","","","","","","",""
"SEN11027","森重火炮","MON40070","0","MAI00006","1","AAI00113","2","","","","8","99","1367","100000","0","100000","0","3","-1","-1","4","15","","","","","","","","","",""
"SEN11028","水小恶魔","MON20069","0","MAI00005","2","AAI00002","2","","","","2679","99","1989","92","0","100000","0","3","-1","-1","2","46","","","","","","","","","",""
"SEN11029","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","3654","99","1921","92","0","100000","0","3","-1","-1","2","64","","","","","","","","","",""
"SEN11030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN11031","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","3654","99","1921","92","0","100000","0","3","-1","-1","2","52","","","","","","","","","",""
"SEN11032","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","3654","99","1921","92","0","100000","0","3","-1","-1","2","49","","","","","","","","","",""
"SEN11033","狂怒的奥格瑞玛步兵","MON10007","0","MAI00005","1","AAI00001","1","","","","960","99","3571","0","0","100000","0","3","-1","-1","1","40","","","","","","","","","",""
"SEN11034","水JJ怪","MON20072","0","MAI00005","2","AAI00102","1","","","","2151","99","1190","366","0","100000","0","3","-1","-1","2","37","","","","","","","","","",""
"SEN11035","火JJ怪","MON10072","0","MAI00005|MAI00005","1|0","AAI00002|AAI00102","1|1","ACT00004","50000","","2151","99","1190","366","0","100000","0","3","-1","-1","1","33","","","","","","","","","",""
"SEN11036","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","3654","99","1921","92","0","100000","0","3","-1","-1","2","62","","","","","","","","","",""
"SEN11037","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","3654","99","1921","92","0","100000","0","3","-1","-1","2","51","","","","","","","","","",""
"SEN11038","冷酷的奥格瑞玛步兵","MON20007","0","MAI00005","1","AAI00001","1","","","","960","99","3571","0","0","100000","0","3","-1","-1","2","42","","","","","","","","","",""
"SEN11039","雷JJ怪","MON30075","0","MAI00005","2","AAI00102","1","","","","2151","99","1190","366","0","100000","0","3","-1","-1","3","36","","","","","","","","","",""
"SEN11040","水JJ怪","MON20072","0","MAI00005","2","AAI00102","1","","","","2151","99","1190","366","0","100000","0","3","-1","-1","2","38","","","","","","","","","",""
"SEN11041","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","3654","99","1921","92","0","100000","0","3","-1","-1","2","55","","","","","","","","","",""
"SEN11042","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","3654","99","1921","92","0","100000","0","3","-1","-1","2","63","","","","","","","","","",""
"SEN11043","暴躁的奥格瑞玛步兵","MON30007","0","MAI00005","1","AAI00001","1","","","","960","99","3571","0","0","100000","0","3","-1","-1","3","45","","","","","","","","","",""
"SEN11044","森JJ怪","MON40072","0","MAI00005","2","AAI00102","1","","","","2151","99","1190","366","0","100000","0","3","-1","-1","4","35","","","","","","","","","",""
"SEN11045","雷JJ怪","MON30075","0","MAI00005","2","AAI00102","1","","","","2151","99","1190","366","0","100000","0","3","-1","-1","3","30","","","","","","","","","",""
"SEN11046","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","3654","99","1921","92","0","100000","0","3","-1","-1","2","49","","","","","","","","","",""
"SEN11047","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","3654","99","1921","92","0","100000","0","3","-1","-1","2","64","","","","","","","","","",""
"SEN11048","水JJ怪","MON20072","0","MAI00005","2","AAI00102","1","","","","2151","99","1190","366","0","100000","0","3","-1","-1","2","38","","","","","","","","","",""
"SEN11049","冷酷的奥格瑞玛步兵","MON20007","0","MAI00005","1","AAI00001","1","","","","960","99","3571","0","0","100000","0","3","-1","-1","2","43","","","","","","","","","",""
"SEN11050","冷酷的奥格瑞玛步兵","MON20007","0","MAI00005","1","AAI00001","1","","","","960","99","3571","0","0","100000","0","3","-1","-1","2","42","","","","","","","","","",""
"SEN11051","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
