"id","name","monster_id","boss","move_ai","movable_count","attack_ai","attackable_count","ai_change_type","ai_percent","ai_point","hp","parts_count","attack","defense","critical","accuracy","miss","position_restriction","x","y","attribute","drop_coin","drop_material1","material_rate1","drop_material2","material_rate2","drop_material3","material_rate3","drop_piece","drop_level"
"NEN06015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN06016","暴躁的奥格瑞玛步兵","MON30007","0","MAI00005","1","AAI00001","1","","","","682","99","2319","0","0","100000","0","3","-1","-1","3","26","","","","","","","",""
"NEN06017","暴躁的奥格瑞玛步兵","MON30007","0","MAI00005","1","AAI00001","1","","","","682","99","2319","0","0","100000","0","3","-1","-1","3","33","","","","","","","",""
"NEN06018","阴森的奥格瑞玛步兵","MON40007","0","MAI00005","1","AAI00001","1","","","","682","99","2319","0","0","100000","0","3","-1","-1","4","26","","","","","","","",""
"NEN06019","阴森的奥格瑞玛步兵","MON40007","0","MAI00005","1","AAI00001","1","","","","682","99","2319","0","0","100000","0","3","-1","-1","4","29","","","","","","","",""
"NEN06020","燃烧猫头鹰","MON10008","0","MAI00005","2","AAI00029","1","","","","1483","99","773","0","0","100000","0","3","-1","-1","1","22","","","","","","","",""
"NEN06021","石化作战傀儡","MON40028","0","MAI00005|MAI00006|MAI00005","2|2|2","AAI00007|AAI00008|AAI00007","1|1|1","ACT00001","33000","0","28384","99","1420","109","0","100000","0","3","-1","-1","4","319","MTR10139","100000","","","","","",""
"NEN06022","雷元素","MON30001","0","MAI00005","1","AAI00002","1","","","","1746","99","741","73","0","100000","0","3","-1","-1","3","21","","","","","","","",""
"NEN06023","雷元素","MON30001","0","MAI00005","1","AAI00002","1","","","","1746","99","741","73","0","100000","0","3","-1","-1","3","27","","","","","","","",""
"NEN06024","森元素","MON40001","0","MAI00005","1","AAI00002","1","","","","1746","99","741","73","0","100000","0","3","-1","-1","4","28","","","","","","","",""
"NEN06025","森元素","MON40001","0","MAI00005","1","AAI00002","1","","","","1746","99","741","73","0","100000","0","3","-1","-1","4","25","","","","","","","",""
"NEN06026","阴森的奥格瑞玛步兵","MON40007","0","MAI00005","1","AAI00001","1","","","","682","99","2319","0","0","100000","0","3","-1","-1","4","26","MTR10181","100000","","","","","",""
"NEN06027","阴森的奥格瑞玛步兵","MON40007","0","MAI00005","1","AAI00001","1","","","","682","99","2319","0","0","100000","0","3","-1","-1","4","32","","","","","","","",""
"NEN06028","狂怒矿工","MON10003","0","MAI00005","2","AAI00002","1","","","","1219","99","1046","0","0","100000","0","3","-1","-1","1","23","","","","","","","",""
"NEN06029","冷酷矿工","MON20003","0","MAI00005","2","AAI00002","1","","","","1219","99","1046","0","0","100000","0","3","-1","-1","2","24","","","","","","","",""
"NEN06030","暴躁的奥格瑞玛步兵","MON30007","0","MAI00005","1","AAI00001","1","","","","682","99","2319","0","0","100000","0","3","-1","-1","3","26","","","","","","","",""
"NEN06031","水元素","MON20001","0","MAI00005","1","AAI00002","1","","","","1746","99","741","73","0","100000","0","3","-1","-1","2","27","","","","","","","",""
"NEN06032","狂怒矿工","MON10003","0","MAI00005","2","AAI00002","1","","","","1219","99","1046","0","0","100000","0","3","-1","-1","1","22","","","","","","","",""
"NEN06033","阴森矿工","MON40003","0","MAI00005","2","AAI00002","1","","","","1219","99","1046","0","0","100000","0","3","-1","-1","4","21","","","","","","","",""
"NEN06034","森元素","MON40001","0","MAI00005","1","AAI00002","1","","","","1746","99","741","73","0","100000","0","3","-1","-1","4","23","","","","","","","",""
"NEN06035","雷元素","MON30001","0","MAI00005","1","AAI00002","1","","","","1746","99","741","73","0","100000","0","3","-1","-1","3","23","","","","","","","",""
"NEN06036","暴躁矿工","MON30003","0","MAI00005","2","AAI00002","1","","","","1219","99","1046","0","0","100000","0","3","-1","-1","3","23","MTR10026","100000","","","","","",""
"NEN06037","阴森矿工","MON40003","0","MAI00005","2","AAI00002","1","","","","1219","99","1046","0","0","100000","0","3","-1","-1","4","21","","","","","","","",""
"NEN06038","水元素","MON20001","0","MAI00005","1","AAI00002","1","","","","1746","99","741","73","0","100000","0","3","-1","-1","2","25","","","","","","","",""
"NEN06039","森元素","MON40001","0","MAI00005","1","AAI00002","1","","","","1746","99","741","73","0","100000","0","3","-1","-1","4","27","","","","","","","",""
"NEN06040","冰冷猫头鹰","MON20008","0","MAI00005","2","AAI00030","1","","","","1483","99","773","0","0","100000","0","3","-1","-1","2","23","","","","","","","",""
"NEN06041","雷鸣蝙蝠","MON30005","0","MAI00005","3","AAI00002","1","","","","1319","99","996","18","0","100000","0","3","-1","-1","3","23","","","","","","","",""
"NEN06042","狂怒矿工","MON10003","0","MAI00005","2","AAI00002","1","","","","1219","99","1046","0","0","100000","0","3","-1","-1","1","21","","","","","","","",""
"NEN06043","狂怒矿工","MON10003","0","MAI00005","2","AAI00002","1","","","","1219","99","1046","0","0","100000","0","3","-1","-1","1","22","","","","","","","",""
"NEN06044","隐匿蝙蝠","MON40005","0","MAI00005","3","AAI00002","1","","","","1319","99","996","18","0","100000","0","3","-1","-1","4","23","","","","","","","",""
"NEN06045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN06046","龙人唤雷者","MON30015","0","MAI00005","2","AAI00010","1","","","","15415","99","1737","437","0","100000","0","3","-1","-1","3","189","MTR10042","100000","","","","","",""
"NEN06047","燃烧蝙蝠","MON10005","0","MAI00005","3","AAI00002","1","","","","1319","99","996","18","0","100000","0","3","-1","-1","1","21","","","","","","","",""
"NEN06048","燃烧蝙蝠","MON10005","0","MAI00005","3","AAI00002","1","","","","1319","99","996","18","0","100000","0","3","-1","-1","1","20","","","","","","","",""
"NEN06049","雷鸣蝙蝠","MON30005","0","MAI00005","3","AAI00002","1","","","","1319","99","996","18","0","100000","0","3","-1","-1","3","27","","","","","","","",""
"NEN06050","狂怒的奥格瑞玛步兵","MON10007","0","MAI00005","1","AAI00001","1","","","","682","99","2319","0","0","100000","0","3","-1","-1","1","33","","","","","","","",""
"NEN06051","燃烧蝙蝠","MON10005","0","MAI00005","3","AAI00002","1","","","","1319","99","996","18","0","100000","0","3","-1","-1","1","24","MTR10154","100000","","","","","",""
"NEN06052","冰冷蝙蝠","MON20005","0","MAI00005","3","AAI00002","1","","","","1319","99","996","18","0","100000","0","3","-1","-1","2","22","","","","","","","",""
"NEN06053","雷鸣蝙蝠","MON30005","0","MAI00005","3","AAI00002","1","","","","1319","99","996","18","0","100000","0","3","-1","-1","3","22","","","","","","","",""
"NEN06054","隐匿蝙蝠","MON40005","0","MAI00005","3","AAI00002","1","","","","1319","99","996","18","0","100000","0","3","-1","-1","4","20","","","","","","","",""
"NEN06055","雷鸣猫头鹰","MON30008","0","MAI00005","2","AAI00031","1","","","","1483","99","773","0","0","100000","0","3","-1","-1","3","24","","","","","","","",""
"NEN06056","雷元素","MON30001","0","MAI00005","1","AAI00002","1","","","","1746","99","741","73","0","100000","0","3","-1","-1","3","22","","","","","","","",""
"NEN06057","森元素","MON40001","0","MAI00005","1","AAI00002","1","","","","1746","99","741","73","0","100000","0","3","-1","-1","4","22","","","","","","","",""
"NEN06058","森元素","MON40001","0","MAI00005","1","AAI00002","1","","","","1746","99","741","73","0","100000","0","3","-1","-1","4","26","","","","","","","",""
"NEN06059","森元素","MON40001","0","MAI00005","1","AAI00002","1","","","","1746","99","741","73","0","100000","0","3","-1","-1","4","28","","","","","","","",""
"NEN06060","龙人撼地者","MON40015","0","MAI00005","2","AAI00010","1","","","","2583","99","1501","109","0","100000","0","3","-1","-1","4","42","","","","","","","",""
"NEN06061","冰冷蝙蝠","MON20005","0","MAI00005","3","AAI00002","1","","","","1319","99","996","18","0","100000","0","3","-1","-1","2","25","MTR10182","100000","","","","","",""
"NEN06062","冰冷蝙蝠","MON20005","0","MAI00005","3","AAI00002","1","","","","1319","99","996","18","0","100000","0","3","-1","-1","2","23","","","","","","","",""
"NEN06063","冷酷的奥格瑞玛步兵","MON20007","0","MAI00005","1","AAI00001","1","","","","682","99","2319","0","0","100000","0","3","-1","-1","2","27","","","","","","","",""
"NEN06064","雷鸣蝙蝠","MON30005","0","MAI00005","3","AAI00002","1","","","","1319","99","996","18","0","100000","0","3","-1","-1","3","22","","","","","","","",""
"NEN06065","龙人猎潮者","MON20015","0","MAI00005","2","AAI00010","1","","","","2583","99","1501","109","0","100000","0","3","-1","-1","2","39","","","","","","","",""
"NEN06066","火元素","MON10001","0","MAI00005","1","AAI00002","1","","","","1746","99","741","73","0","100000","0","3","-1","-1","1","21","","","","","","","",""
"NEN06067","火元素","MON10001","0","MAI00005","1","AAI00002","1","","","","1746","99","741","73","0","100000","0","3","-1","-1","1","27","","","","","","","",""
"NEN06068","暴躁矿工","MON30003","0","MAI00005","2","AAI00002","1","","","","1219","99","1046","0","0","100000","0","3","-1","-1","3","25","","","","","","","",""
"NEN06069","暴躁矿工","MON30003","0","MAI00005","2","AAI00002","1","","","","1219","99","1046","0","0","100000","0","3","-1","-1","3","23","","","","","","","",""
"NEN06070","暴躁矿工","MON30003","0","MAI00005","2","AAI00002","1","","","","1219","99","1046","0","0","100000","0","3","-1","-1","3","25","","","","","","","",""
"NEN06071","冰冷蝙蝠","MON20005","0","MAI00005","3","AAI00002","1","","","","1319","99","996","18","0","100000","0","3","-1","-1","2","25","MTR10183","100000","","","","","",""
"NEN06072","食人魔法师","MON20010","0","MAI00006","1","AAI00116","1","","","","14642","99","1669","109","0","100000","0","3","-1","-1","2","157","","","","","","","",""
"NEN06073","雷元素","MON30001","0","MAI00005","1","AAI00002","1","","","","1746","99","741","73","0","100000","0","3","-1","-1","3","27","","","","","","","",""
"NEN06074","雷元素","MON30001","0","MAI00005","1","AAI00002","1","","","","1746","99","741","73","0","100000","0","3","-1","-1","3","29","","","","","","","",""
"NEN06075","隐匿猫头鹰","MON40008","0","MAI00005","2","AAI00028","1","","","","1483","99","773","0","0","100000","0","3","-1","-1","4","22","","","","","","","",""
"NEN06076","狂怒矿工","MON10003","0","MAI00005","2","AAI00002","1","","","","1219","99","1046","0","0","100000","0","3","-1","-1","1","20","MTR10127","100000","","","","","",""
"NEN06077","隐匿蝙蝠","MON40005","0","MAI00005","3","AAI00002","1","","","","1319","99","996","18","0","100000","0","3","-1","-1","4","22","","","","","","","",""
"NEN06078","冷酷的奥格瑞玛步兵","MON20007","0","MAI00005","1","AAI00001","1","","","","682","99","2319","0","0","100000","0","3","-1","-1","2","26","","","","","","","",""
"NEN06079","狂怒的奥格瑞玛步兵","MON10007","0","MAI00005","1","AAI00001","1","","","","682","99","2319","0","0","100000","0","3","-1","-1","1","29","","","","","","","",""
"NEN06080","龙人猎潮者","MON20015","0","MAI00005","2","AAI00010","1","","","","2583","99","1501","109","0","100000","0","3","-1","-1","2","36","","","","","","","",""
"NEN06081","雷鸣蝙蝠","MON30005","0","MAI00005","3","AAI00002","1","","","","1319","99","996","18","0","100000","0","3","-1","-1","3","21","","","","","","","",""
"NEN06082","雷鸣蝙蝠","MON30005","0","MAI00005","3","AAI00002","1","","","","1319","99","996","18","0","100000","0","3","-1","-1","3","26","","","","","","","",""
"NEN06083","狂怒矿工","MON10003","0","MAI00005","2","AAI00002","1","","","","1219","99","1046","0","0","100000","0","3","-1","-1","1","20","","","","","","","",""
"NEN06084","暴躁矿工","MON30003","0","MAI00005","2","AAI00002","1","","","","1219","99","1046","0","0","100000","0","3","-1","-1","3","24","","","","","","","",""
"NEN06085","暴躁矿工","MON30003","0","MAI00005","2","AAI00002","1","","","","1219","99","1046","0","0","100000","0","3","-1","-1","3","26","","","","","","","",""
"NEN06086","冷酷的奥格瑞玛步兵","MON20007","0","MAI00005","1","AAI00001","1","","","","682","99","2319","0","0","100000","0","3","-1","-1","2","29","MTR10022","100000","","","","","",""
"NEN06087","暴躁矿工","MON30003","0","MAI00005","2","AAI00002","1","","","","1219","99","1046","0","0","100000","0","3","-1","-1","3","25","","","","","","","",""
"NEN06088","森元素","MON40001","0","MAI00005","1","AAI00002","1","","","","1746","99","741","73","0","100000","0","3","-1","-1","4","26","","","","","","","",""
"NEN06089","森元素","MON40001","0","MAI00005","1","AAI00002","1","","","","1746","99","741","73","0","100000","0","3","-1","-1","4","23","","","","","","","",""
"NEN06090","龙人撼地者","MON40015","0","MAI00005","2","AAI00010","1","","","","2583","99","1501","109","0","100000","0","3","-1","-1","4","41","","","","","","","",""
"NEN06091","暴躁矿工","MON30003","0","MAI00005","2","AAI00002","1","","","","1219","99","1046","0","0","100000","0","3","-1","-1","3","24","","","","","","","",""
"NEN06092","狂怒矿工","MON10003","0","MAI00005","2","AAI00002","1","","","","1219","99","1046","0","0","100000","0","3","-1","-1","1","23","","","","","","","",""
"NEN06093","暴躁矿工","MON30003","0","MAI00005","2","AAI00002","1","","","","1219","99","1046","0","0","100000","0","3","-1","-1","3","24","","","","","","","",""
"NEN06094","暴躁矿工","MON30003","0","MAI00005","2","AAI00002","1","","","","1219","99","1046","0","0","100000","0","3","-1","-1","3","22","","","","","","","",""
"NEN06095","暴躁矿工","MON30003","0","MAI00005","2","AAI00002","1","","","","1219","99","1046","0","0","100000","0","3","-1","-1","3","22","","","","","","","",""
"NEN06096","骷髅弓箭手","MON40010","0","MAI00006","1","AAI00115","1","","","","14642","99","1669","109","0","100000","0","3","-1","-1","4","158","MTR10148","100000","","","","","",""
"NEN06097","雷鸣蝙蝠","MON30005","0","MAI00005","3","AAI00002","1","","","","1319","99","996","18","0","100000","0","3","-1","-1","3","26","","","","","","","",""
"NEN06098","冷酷的奥格瑞玛步兵","MON20007","0","MAI00005","1","AAI00001","1","","","","682","99","2319","0","0","100000","0","3","-1","-1","2","34","","","","","","","",""
"NEN06099","冷酷的奥格瑞玛步兵","MON20007","0","MAI00005","1","AAI00001","1","","","","682","99","2319","0","0","100000","0","3","-1","-1","2","27","","","","","","","",""
"NEN06100","隐匿猫头鹰","MON40008","0","MAI00005","2","AAI00028","1","","","","1483","99","773","0","0","100000","0","3","-1","-1","4","25","","","","","","","",""
"NEN06101","雷鸣蝙蝠","MON30005","0","MAI00005","3","AAI00002","1","","","","1319","99","996","18","0","100000","0","3","-1","-1","3","20","MTR10157","100000","","","","","",""
"NEN06102","雷鸣蝙蝠","MON30005","0","MAI00005","3","AAI00002","1","","","","1319","99","996","18","0","100000","0","3","-1","-1","3","26","","","","","","","",""
"NEN06103","狂怒矿工","MON10003","0","MAI00005","2","AAI00002","1","","","","1219","99","1046","0","0","100000","0","3","-1","-1","1","23","","","","","","","",""
"NEN06104","暴躁矿工","MON30003","0","MAI00005","2","AAI00002","1","","","","1219","99","1046","0","0","100000","0","3","-1","-1","3","20","","","","","","","",""
"NEN06105","暴躁矿工","MON30003","0","MAI00005","2","AAI00002","1","","","","1219","99","1046","0","0","100000","0","3","-1","-1","3","20","","","","","","","",""
"NEN06106","狂怒矿工","MON10003","0","MAI00005","2","AAI00002","1","","","","1219","99","1046","0","0","100000","0","3","-1","-1","1","19","","","","","","","",""
"NEN06107","隐匿蝙蝠","MON40005","0","MAI00005","3","AAI00002","1","","","","1319","99","996","18","0","100000","0","3","-1","-1","4","20","","","","","","","",""
"NEN06108","隐匿蝙蝠","MON40005","0","MAI00005","3","AAI00002","1","","","","1319","99","996","18","0","100000","0","3","-1","-1","4","24","","","","","","","",""
"NEN06109","冷酷的奥格瑞玛步兵","MON20007","0","MAI00005","1","AAI00001","1","","","","682","99","2319","0","0","100000","0","3","-1","-1","2","29","","","","","","","",""
"NEN06110","雷鸣猫头鹰","MON30008","0","MAI00005","2","AAI00031","1","","","","1483","99","773","0","0","100000","0","3","-1","-1","3","23","","","","","","","",""
"NEN06111","阴森的奥格瑞玛步兵","MON40007","0","MAI00005","1","AAI00001","1","","","","682","99","2319","0","0","100000","0","3","-1","-1","4","30","MTR10184","100000","","","","","",""
"NEN06112","狂怒矿工","MON10003","0","MAI00005","2","AAI00002","1","","","","1219","99","1046","0","0","100000","0","3","-1","-1","1","26","","","","","","","",""
"NEN06113","暴躁矿工","MON30003","0","MAI00005","2","AAI00002","1","","","","1219","99","1046","0","0","100000","0","3","-1","-1","3","26","","","","","","","",""
"NEN06114","暴躁的奥格瑞玛步兵","MON30007","0","MAI00005","1","AAI00001","1","","","","682","99","2319","0","0","100000","0","3","-1","-1","3","33","","","","","","","",""
"NEN06115","隐匿猫头鹰","MON40008","0","MAI00005","2","AAI00028","1","","","","1483","99","773","0","0","100000","0","3","-1","-1","4","23","","","","","","","",""
"NEN06116","水元素","MON20001","0","MAI00005","1","AAI00002","1","","","","1746","99","741","73","0","100000","0","3","-1","-1","2","25","","","","","","","",""
"NEN06117","狂怒矿工","MON10003","0","MAI00005","2","AAI00002","1","","","","1219","99","1046","0","0","100000","0","3","-1","-1","1","20","","","","","","","",""
"NEN06118","阴森矿工","MON40003","0","MAI00005","2","AAI00002","1","","","","1219","99","1046","0","0","100000","0","3","-1","-1","4","23","","","","","","","",""
"NEN06119","狂怒矿工","MON10003","0","MAI00005","2","AAI00002","1","","","","1219","99","1046","0","0","100000","0","3","-1","-1","1","22","","","","","","","",""
"NEN06120","雷元素","MON30001","0","MAI00005","1","AAI00002","1","","","","1746","99","741","73","0","100000","0","3","-1","-1","3","28","","","","","","","",""
"NEN06121","燃烧蝙蝠","MON10005","0","MAI00005","3","AAI00002","1","","","","1319","99","996","18","0","100000","0","3","-1","-1","1","24","MTR10260","100000","","","","","",""
"NEN06122","冰冷蝙蝠","MON20005","0","MAI00005","3","AAI00002","1","","","","1319","99","996","18","0","100000","0","3","-1","-1","2","26","","","","","","","",""
"NEN06123","雷鸣蝙蝠","MON30005","0","MAI00005","3","AAI00002","1","","","","1319","99","996","18","0","100000","0","3","-1","-1","3","25","","","","","","","",""
"NEN06124","隐匿蝙蝠","MON40005","0","MAI00005","3","AAI00002","1","","","","1319","99","996","18","0","100000","0","3","-1","-1","4","21","","","","","","","",""
"NEN06125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN06126","雷霆作战傀儡","MON30028","1","MAI00005|MAI00006|MAI00005","2|2|2","AAI00007|AAI00008|AAI00007","1|1|1","ACT00001","33000","0","28384","99","1420","109","0","100000","0","3","-1","-1","3","292","MTR00005","100000","","","","","",""
"NEN06127","龙人暴怒者","MON10015","1","MAI00005","2","AAI00010","1","","","","15415","99","1737","437","0","100000","0","3","-1","-1","1","189","MTR00009","100000","","","","","",""
"NEN06128","迪菲亚女法师","MON10010","1","MAI00006","2","AAI00003","1","","","","14642","99","1669","109","0","100000","0","3","-1","-1","1","144","MTR00006","100000","","","","","",""
"NEN06129","光法","MON30067","1","MAI00005|MAI00005|MAI00005","2|2|1","AAI00022|AAI00023|AAI00022","1|1|1","ACT00001","33000","0","29386","99","1533","146","0","100000","0","3","-1","-1","3","352","MTR00012","100000","","","","","",""
"NEN06130","加兹瑞拉的子嗣","MON30038","1","MAI00005|MAI00005|MAI00005","2|2|2","AAI00007|AAI00009|AAI00007","1|1|1","ACT00001","33000","0","34069","99","1728","109","0","100000","0","3","-1","-1","3","405","MTR00013","100000","","","","","",""
"NEN06131","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN06132","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN06133","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN06134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN06135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN06136","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN06137","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN06138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN06139","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN06140","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN06141","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN06142","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN06143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN06144","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN06145","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN06146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN06147","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN06148","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN06149","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN06150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN07001","火元素","MON10001","0","MAI00005","1","AAI00002","1","","","","2881","99","1210","160","0","100000","0","3","-1","-1","1","44","MTR10134","100000","","","","","",""
"NEN07002","火元素","MON10001","0","MAI00005","1","AAI00002","1","","","","2881","99","1210","160","0","100000","0","3","-1","-1","1","46","","","","","","","",""
"NEN07003","狂怒矿工","MON10003","0","MAI00005","2","AAI00002","1","","","","1961","99","1701","0","0","100000","0","3","-1","-1","1","34","","","","","","","",""
"NEN07004","狂怒矿工","MON10003","0","MAI00005","2","AAI00002","1","","","","1961","99","1701","0","0","100000","0","3","-1","-1","1","36","","","","","","","",""
"NEN07005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN07006","燃烧蝙蝠","MON10005","0","MAI00005","3","AAI00002","1","","","","2301","99","1530","40","0","100000","0","3","-1","-1","1","38","","","","","","","",""
"NEN07007","燃烧蝙蝠","MON10005","0","MAI00005","3","AAI00002","1","","","","2301","99","1530","40","0","100000","0","3","-1","-1","1","33","","","","","","","",""
"NEN07008","狂怒的奥格瑞玛步兵","MON10007","0","MAI00005","1","AAI00001","1","","","","900","99","3301","0","0","100000","0","3","-1","-1","1","42","","","","","","","",""
"NEN07009","狂怒的奥格瑞玛步兵","MON10007","0","MAI00005","1","AAI00001","1","","","","900","99","3301","0","0","100000","0","3","-1","-1","1","39","","","","","","","",""
"NEN07010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN07011","火JJ怪","MON10072","0","MAI00005|MAI00005","1|0","AAI00002|AAI00102","1|1","ACT00004","50000","","2001","99","1100","333","0","100000","0","3","-1","-1","1","28","MTR10047","100000","","","","","",""
"NEN07012","火JJ怪","MON10072","0","MAI00005|MAI00005","1|0","AAI00002|AAI00102","1|1","ACT00004","50000","","2001","99","1100","333","0","100000","0","3","-1","-1","1","28","","","","","","","",""
"NEN07013","狂怒矿工","MON10003","0","MAI00005","2","AAI00002","1","","","","1961","99","1701","0","0","100000","0","3","-1","-1","1","34","","","","","","","",""
"NEN07014","火重火炮","MON10070","0","MAI00006","1","AAI00110","2","","","","7","99","1240","100000","0","100000","0","3","-1","-1","1","12","","","","","","","",""
"NEN07015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN07016","火小恶魔","MON10069","0","MAI00005","2","AAI00002","2","","","","2421","99","1821","80","0","100000","0","3","-1","-1","1","49","","","","","","","",""
"NEN07017","燃烧蝙蝠","MON10005","0","MAI00005","3","AAI00002","1","","","","2301","99","1530","40","0","100000","0","3","-1","-1","1","36","","","","","","","",""
"NEN07018","狂怒矿工","MON10003","0","MAI00005","2","AAI00002","1","","","","1961","99","1701","0","0","100000","0","3","-1","-1","1","39","","","","","","","",""
"NEN07019","龙人暴怒者","MON10015","0","MAI00005","2","AAI00010","1","","","","4242","99","2221","240","0","100000","0","3","-1","-1","1","58","","","","","","","",""
"NEN07020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN07021","狂怒矿工","MON10003","0","MAI00005","2","AAI00002","1","","","","1961","99","1701","0","0","100000","0","3","-1","-1","1","41","MTR10055","100000","","","","","",""
"NEN07022","狂怒的奥格瑞玛步兵","MON10007","0","MAI00005","1","AAI00001","1","","","","900","99","3301","0","0","100000","0","3","-1","-1","1","47","","","","","","","",""
"NEN07023","火JJ怪","MON10072","0","MAI00005|MAI00005","1|0","AAI00002|AAI00102","1|1","ACT00004","50000","","2001","99","1100","333","0","100000","0","3","-1","-1","1","36","","","","","","","",""
"NEN07024","火元素","MON10001","0","MAI00005","1","AAI00002","1","","","","2881","99","1210","160","0","100000","0","3","-1","-1","1","45","","","","","","","",""
"NEN07025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN07026","火JJ怪","MON10072","0","MAI00005|MAI00005","1|0","AAI00002|AAI00102","1|1","ACT00004","50000","","2001","99","1100","333","0","100000","0","3","-1","-1","1","28","MTR10007","100000","","","","","",""
"NEN07027","狂怒的奥格瑞玛步兵","MON10007","0","MAI00005","1","AAI00001","1","","","","900","99","3301","0","0","100000","0","3","-1","-1","1","38","","","","","","","",""
"NEN07028","狂怒的奥格瑞玛步兵","MON10007","0","MAI00005","1","AAI00001","1","","","","900","99","3301","0","0","100000","0","3","-1","-1","1","42","","","","","","","",""
"NEN07029","狂怒的奥格瑞玛步兵","MON10007","0","MAI00005","1","AAI00001","1","","","","900","99","3301","0","0","100000","0","3","-1","-1","1","41","","","","","","","",""
"NEN07030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN07031","火重火炮","MON10070","0","MAI00006","1","AAI00110","2","","","","7","99","1240","100000","0","100000","0","3","-1","-1","1","12","","","","","","","",""
"NEN07032","火小恶魔","MON10069","0","MAI00005","2","AAI00002","2","","","","2421","99","1821","80","0","100000","0","3","-1","-1","1","41","","","","","","","",""
"NEN07033","火JJ怪","MON10072","0","MAI00005|MAI00005","1|0","AAI00002|AAI00102","1|1","ACT00004","50000","","2001","99","1100","333","0","100000","0","3","-1","-1","1","33","","","","","","","",""
"NEN07034","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN07035","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN07036","狂怒的奥格瑞玛步兵","MON10007","0","MAI00005","1","AAI00001","1","","","","900","99","3301","0","0","100000","0","3","-1","-1","1","40","MTR10008","100000","","","","","",""
"NEN07037","燃烧蝙蝠","MON10005","0","MAI00005","3","AAI00002","1","","","","2301","99","1530","40","0","100000","0","3","-1","-1","1","42","","","","","","","",""
"NEN07038","燃烧蝙蝠","MON10005","0","MAI00005","3","AAI00002","1","","","","2301","99","1530","40","0","100000","0","3","-1","-1","1","43","","","","","","","",""
"NEN07039","燃烧南瓜","MON10051","0","MAI00005","2","AAI00002","1","","","","6","99","1266","4500","0","100000","0","3","-1","-1","1","12","PUM10001","50000","STS00001","50000","","","",""
"NEN07040","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN07041","火元素","MON10001","0","MAI00005","1","AAI00002","1","","","","2881","99","1210","160","0","100000","0","3","-1","-1","1","36","","","","","","","",""
"NEN07042","火元素","MON10001","0","MAI00005","1","AAI00002","1","","","","2881","99","1210","160","0","100000","0","3","-1","-1","1","38","","","","","","","",""
"NEN07043","狂怒矿工","MON10003","0","MAI00005","2","AAI00002","1","","","","1961","99","1701","0","0","100000","0","3","-1","-1","1","37","","","","","","","",""
"NEN07044","狂怒矿工","MON10003","0","MAI00005","2","AAI00002","1","","","","1961","99","1701","0","0","100000","0","3","-1","-1","1","32","","","","","","","",""
"NEN07045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN07046","火小恶魔","MON10069","0","MAI00005","2","AAI00002","2","","","","2421","99","1821","80","0","100000","0","3","-1","-1","1","43","MTR10009","100000","","","","","",""
"NEN07047","火JJ怪","MON10072","0","MAI00005|MAI00005","1|0","AAI00002|AAI00102","1|1","ACT00004","50000","","2001","99","1100","333","0","100000","0","3","-1","-1","1","31","","","","","","","",""
"NEN07048","火小恶魔","MON10069","0","MAI00005","2","AAI00002","2","","","","2421","99","1821","80","0","100000","0","3","-1","-1","1","36","","","","","","","",""
