"id","dungeon_id","probability","exp","door_x","player_x","player_y","boss_map","boss","boss_piece_drop_rate","boss_coin_drop_rate","boss_material_drop_rate","enemy_1","piece_drop_rate_1","coin_drop_rate_1","material_drop_rate_1","enemy_2","piece_drop_rate_2","coin_drop_rate_2","material_drop_rate_2","enemy_3","piece_drop_rate_3","coin_drop_rate_3","material_drop_rate_3","enemy_4","piece_drop_rate_4","coin_drop_rate_4","material_drop_rate_4","enemy_5","piece_drop_rate_5","coin_drop_rate_5","material_drop_rate_5","enemy_6","piece_drop_rate_6","coin_drop_rate_6","material_drop_rate_6","gimmick_id1","gimmick_id2","gimmick_id3","gimmick_id4","gimmick_id5","item_id1","item_id2","item_id3","item_id4","item_id5"
"ELM0199","ELD00041","1","7","3","3","1","1","EEN09128","0","15000","85000","EEN09071","0","30000","70000","EEN09072","0","100000","0","EEN09073","0","100000","0","EEN09074","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0200","ELD00042","50000","2","3","3","1","0","","","","","EEN09076","0","30000","70000","EEN09077","0","100000","0","EEN09078","0","100000","0","EEN09079","0","100000","0","","","","","","","","","NGM00016","NGM00092","NGM00025","","","ITM00001","","","",""
"ELM0202","ELD00042","50000","3","3","3","1","0","","","","","EEN09086","0","30000","70000","EEN09087","0","100000","0","EEN09088","0","100000","0","EEN09089","0","100000","0","","","","","","","","","NGM00014","NGM00026","NGM00092","","","","","","",""
"ELM0204","ELD00042","1","7","3","3","1","1","EEN09129","40000","20000","40000","EEN09096","0","20000","80000","EEN09097","0","100000","0","EEN09098","0","100000","0","EEN09099","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0205","ELD00043","50000","2","3","3","1","0","","","","","EEN09101","0","30000","70000","EEN09102","0","100000","0","EEN09103","0","100000","0","EEN09104","0","100000","0","","","","","","","","","NGM00007","NGM00092","NGM00025","","","","","","",""
"ELM0207","ELD00043","50000","3","3","3","1","0","","","","","EEN09111","0","30000","70000","EEN09112","0","100000","0","EEN09113","0","100000","0","EEN09114","0","100000","0","","","","","","","","","NGM00017","NGM00026","NGM00025","","","","","","",""
"ELM0209","ELD00043","1","7","3","3","1","1","EEN09130","40000","20000","40000","EEN09121","0","30000","70000","EEN09122","0","100000","0","EEN09123","0","100000","0","EEN09124","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0210","ELD00044","50000","2","3","3","1","0","","","","","EEN10001","0","20000","80000","EEN10002","0","100000","0","EEN10003","0","100000","0","EEN10004","0","100000","0","","","","","","","","","NGM00014","NGM00030","NGM00030","","","","","","",""
"ELM0212","ELD00044","50000","3","3","3","1","0","","","","","EEN10011","0","30000","70000","EEN10012","0","100000","0","EEN10013","0","100000","0","","0","100000","0","","","","","","","","","NGM00014","NGM00014","NGM00021","","","","","","",""
"ELM0214","ELD00044","1","7","3","3","1","1","EEN10126","0","15000","85000","EEN10021","0","30000","70000","EEN10022","0","100000","0","EEN10023","0","100000","0","EEN10024","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0215","ELD00045","50000","2","3","3","1","0","","","","","EEN10026","0","30000","70000","EEN10027","0","100000","0","EEN10028","0","100000","0","","0","100000","0","","","","","","","","","NGM00015","NGM00006","NGM00021","","","ITM00001","","","",""
"ELM0217","ELD00045","50000","3","3","3","1","0","","","","","EEN10036","0","30000","70000","EEN10037","0","100000","0","EEN10038","0","100000","0","EEN10039","0","100000","0","","","","","","","","","NGM00012","NGM00006","NGM00030","","","","","","",""
"ELM0219","ELD00045","1","7","3","3","1","1","EEN10127","0","15000","85000","EEN10046","0","30000","70000","EEN10047","0","100000","0","EEN10048","0","100000","0","EEN10049","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0220","ELD00046","50000","2","3","3","1","0","","","","","EEN10051","0","30000","70000","EEN10052","0","100000","0","EEN10053","0","20000","80000","EEN10054","0","100000","0","","","","","","","","","NGM00011","NGM00017","NGM00021","","","ITM00001","","","",""
"ELM0222","ELD00046","50000","3","3","3","1","0","","","","","EEN10061","0","30000","70000","EEN10062","0","100000","0","EEN10063","0","100000","0","","0","100000","0","","","","","","","","","NGM00013","NGM00001","NGM00021","","","","","","",""
"ELM0224","ELD00046","1","7","3","3","1","1","EEN10128","0","15000","85000","EEN10071","0","30000","70000","EEN10072","0","100000","0","EEN10073","0","100000","0","EEN10074","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0225","ELD00047","50000","2","3","3","1","0","","","","","EEN10076","0","30000","70000","EEN10077","0","100000","0","EEN10078","0","100000","0","EEN10079","0","100000","0","","","","","","","","","NGM00011","NGM00030","NGM00030","","","","","","",""
"ELM0227","ELD00047","50000","3","3","3","1","0","","","","","EEN10086","0","30000","70000","EEN10087","0","100000","0","EEN10088","0","100000","0","EEN10089","0","100000","0","","","","","","","","","NGM00014","NGM00021","NGM00021","","","","","","",""
"ELM0229","ELD00047","1","7","3","3","1","1","EEN10129","40000","20000","40000","EEN10096","0","30000","70000","EEN10097","0","100000","0","EEN10098","0","100000","0","","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0230","ELD00048","50000","2","3","3","1","0","","","","","EEN10101","0","20000","80000","EEN10102","0","100000","0","EEN10103","0","100000","0","EEN10104","0","100000","0","","","","","","","","","NGM00013","NGM00030","NGM00021","","","ITM00001","","","",""
"ELM0232","ELD00048","50000","3","3","3","1","0","","","","","EEN10111","0","30000","70000","EEN10112","0","100000","0","EEN10113","0","100000","0","EEN10114","0","100000","0","","","","","","","","","NGM00018","NGM00080","NGM00021","","","","","","",""
"ELM0234","ELD00048","1","7","3","3","1","1","EEN10130","40000","20000","40000","EEN10121","0","20000","80000","EEN10122","0","100000","0","EEN10123","0","100000","0","EEN10124","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0235","ELD00049","50000","2","3","3","1","0","","","","","EEN11001","0","40000","60000","EEN11002","0","100000","0","EEN11003","0","100000","0","EEN11004","0","100000","0","","","","","","","","","NGM00003","NGM00003","NGM00003","NGM00003","NGM00001","","","","",""
"ELM0237","ELD00049","50000","3","3","3","1","0","","","","","EEN11011","0","40000","60000","EEN11012","0","100000","0","EEN11013","0","100000","0","EEN11014","0","100000","0","","","","","","","","","NGM00003","NGM00003","NGM00001","","","","","","",""
"ELM0239","ELD00049","1","7","3","3","1","1","EEN11126","40000","20000","40000","EEN11021","0","40000","60000","EEN11022","0","100000","0","EEN11023","0","100000","0","EEN11024","0","100000","0","","","","","","","","","","","","","","","","","",""
"ELM0240","ELD00050","50000","2","3","3","1","0","","","","","EEN11026","0","40000","60000","EEN11027","0","100000","0","EEN11028","0","100000","0","EEN11029","0","100000","0","","","","","","","","","NGM00004","NGM00004","NGM00001","NGM00001","","ITM00001","","","",""
"ELM0242","ELD00050","50000","3","3","3","1","0","","","","","EEN11036","0","40000","60000","EEN11037","0","100000","0","EEN11038","0","100000","0","EEN11039","0","100000","0","","","","","","","","","NGM00004","NGM00004","NGM00031","NGM00025","","","","","",""
"ELM0244","ELD00050","1","7","3","3","1","1","EEN11127","40000","20000","40000","EEN11046","0","40000","60000","EEN11047","0","100000","0","EEN11048","0","100000","0","EEN11049","0","100000","0","","","","","","","","","","","","","","","","","",""
"ELM0245","ELD00051","50000","2","3","3","1","0","","","","","EEN11051","0","30000","70000","EEN11052","0","100000","0","EEN11053","0","100000","0","EEN11054","0","100000","0","","","","","","","","","NGM00002","NGM00004","NGM00025","","","ITM00001","","","",""
"ELM0247","ELD00051","50000","3","3","3","1","0","","","","","EEN11061","0","30000","70000","EEN11062","0","100000","0","EEN11063","0","100000","0","EEN11064","0","100000","0","","","","","","","","","NGM00002","NGM00003","NGM00003","","","","","","",""
"ELM0249","ELD00051","1","7","3","3","1","1","EEN11128","40000","20000","40000","EEN11071","0","30000","70000","EEN11072","0","100000","0","EEN11073","0","100000","0","EEN11074","0","100000","0","","","","","","","","","","","","","","","","","",""
"ELM0250","ELD00052","50000","2","3","3","1","0","","","","","EEN11076","0","30000","70000","EEN11077","0","100000","0","EEN11078","0","100000","0","EEN11079","0","100000","0","","","","","","","","","NGM00003","NGM00003","NGM00021","NGM00017","","","","","",""
"ELM0252","ELD00052","50000","3","3","3","1","0","","","","","EEN11086","0","30000","70000","EEN11087","0","100000","0","EEN11088","0","100000","0","EEN11089","0","100000","0","","","","","","","","","NGM00003","NGM00004","NGM00021","NGM00017","","","","","",""
"ELM0254","ELD00052","1","7","3","3","1","1","EEN11129","40000","20000","40000","EEN11096","0","40000","60000","EEN11097","0","100000","0","EEN11098","0","100000","0","EEN11099","0","100000","0","","","","","","","","","","","","","","","","","",""
"ELM0255","ELD00053","50000","2","3","3","1","0","","","","","EEN11101","0","30000","70000","EEN11102","0","100000","0","EEN11103","0","100000","0","EEN11104","0","100000","0","","","","","","","","","NGM00002","NGM00003","NGM00003","NGM00003","NGM00003","","","","",""
"ELM0257","ELD00053","50000","3","3","3","1","0","","","","","EEN11111","0","40000","60000","EEN11112","0","100000","0","EEN11113","0","100000","0","EEN11114","0","100000","0","","","","","","","","","NGM00002","NGM00003","NGM00003","NGM00003","NGM00003","","","","",""
"ELM0259","ELD00053","1","7","3","3","1","1","EEN11130","0","15000","85000","EEN11121","0","30000","70000","EEN11122","0","100000","0","EEN11123","0","100000","0","EEN11124","0","100000","0","","","","","","","","","","","","","","","","","",""
"ELM0260","ELD00054","50000","2","3","3","1","0","","","","","EEN12001","0","30000","70000","EEN12002","0","100000","0","EEN12003","0","100000","0","EEN12004","0","100000","0","EEN12005","0","20000","80000","","","","","NGM00002","NGM00023","NGM00023","NGM00023","","ITM00001","","","",""
"ELM0262","ELD00054","50000","3","3","3","1","0","","","","","EEN12011","0","30000","70000","EEN12012","0","100000","0","EEN12013","0","100000","0","EEN12014","0","100000","0","EEN12015","0","100000","0","","","","","NGM00002","NGM00005","NGM00009","","","","","","",""
"ELM0264","ELD00054","1","7","3","3","1","1","EEN12126","0","15000","85000","EEN12021","0","40000","60000","EEN12022","0","100000","0","EEN12023","0","100000","0","EEN12024","0","100000","0","EEN12025","0","20000","80000","","","","","","","","","","ITM00001","","","",""
"ELM0265","ELD00055","50000","2","3","3","1","0","","","","","EEN12026","0","30000","70000","EEN12027","0","100000","0","EEN12028","0","100000","0","EEN12029","0","100000","0","","","","","","","","","NGM00004","NGM00004","NGM00031","NGM00031","NGM00031","ITM00001","","","",""
"ELM0267","ELD00055","50000","3","3","3","1","0","","","","","EEN12036","0","40000","60000","EEN12037","0","100000","0","EEN12038","0","100000","0","EEN12039","0","100000","0","EEN12040","0","100000","0","","","","","NGM00004","NGM00004","NGM00023","","","","","","",""
"ELM0269","ELD00055","1","7","3","3","1","1","EEN12127","0","15000","85000","EEN12046","0","30000","70000","EEN12047","0","100000","0","EEN12048","0","100000","0","EEN12049","0","100000","0","EEN12050","0","20000","80000","","","","","","","","","","ITM00001","","","",""
"ELM0270","ELD00056","50000","2","3","3","1","0","","","","","EEN12051","0","40000","60000","EEN12052","0","100000","0","EEN12053","0","100000","0","EEN12054","0","100000","0","","","","","","","","","NGM00004","NGM00004","NGM00022","NGM00022","","ITM00001","","","",""
"ELM0272","ELD00056","50000","3","3","3","1","0","","","","","EEN12061","0","30000","70000","EEN12062","0","100000","0","EEN12063","0","100000","0","EEN12064","0","100000","0","","","","","","","","","NGM00004","NGM00004","NGM00031","NGM00022","","","","","",""
"ELM0274","ELD00056","1","7","3","3","1","1","EEN12128","40000","20000","40000","EEN12071","0","40000","60000","EEN12072","0","100000","0","EEN12073","0","100000","0","EEN12074","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0275","ELD00057","50000","2","3","3","1","0","","","","","EEN12076","0","40000","60000","EEN12077","0","100000","0","EEN12078","0","100000","0","EEN12079","0","100000","0","","","","","","","","","NGM00002","NGM00031","NGM00031","NGM00031","","ITM00001","","","",""
"ELM0277","ELD00057","50000","3","3","3","1","0","","","","","EEN12086","0","40000","60000","EEN12087","0","100000","0","EEN12088","0","100000","0","EEN12089","0","100000","0","","","","","","","","","NGM00002","NGM00015","NGM00022","","","ITM00001","","","",""
"ELM0279","ELD00057","1","7","3","3","1","1","EEN12129","40000","20000","40000","EEN12096","0","30000","70000","EEN12097","0","100000","0","EEN12098","0","100000","0","EEN12099","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0280","ELD00058","50000","2","3","3","1","0","","","","","EEN12101","0","30000","70000","EEN12102","0","100000","0","EEN12103","0","100000","0","EEN12104","0","100000","0","EEN12105","0","100000","0","","","","","NGM00002","NGM00015","NGM00018","NGM00022","","ITM00001","","","",""
"ELM0282","ELD00058","50000","3","3","3","1","0","","","","","EEN12111","0","40000","60000","EEN12112","0","100000","0","EEN12113","0","100000","0","EEN12114","0","100000","0","","","","","","","","","NGM00003","NGM00003","NGM00031","NGM00031","NGM00022","","","","",""
"ELM0284","ELD00058","1","7","3","3","1","1","EEN12130","40000","20000","40000","EEN12121","0","30000","70000","EEN12122","0","100000","0","EEN12123","0","100000","0","EEN12124","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0285","ELD00059","50000","2","3","3","1","0","","","","","EEN13001","0","30000","70000","EEN13002","0","100000","0","EEN13003","0","100000","0","EEN13004","0","100000","0","EEN13005","0","20000","80000","","","","","NGM00003","NGM00003","NGM00011","NGM00005","","ITM00001","","","",""
"ELM0287","ELD00059","50000","3","3","3","1","0","","","","","EEN13011","0","40000","60000","EEN13012","0","100000","0","EEN13013","0","100000","0","EEN13014","0","100000","0","EEN13015","0","100000","0","","","","","NGM00003","NGM00003","NGM00007","NGM00005","","","","","",""
"ELM0289","ELD00059","1","7","3","3","1","1","EEN13126","0","15000","85000","EEN13021","0","40000","60000","EEN13022","0","100000","0","EEN13023","0","100000","0","EEN13024","0","100000","0","EEN13025","0","20000","80000","","","","","","","","","","ITM00001","","","",""
"ELM0290","ELD00060","50000","2","3","3","1","0","","","","","EEN13026","0","40000","60000","EEN13027","0","100000","0","EEN13028","0","100000","0","EEN13029","0","100000","0","","","","","","","","","NGM00003","NGM00003","NGM00003","NGM00003","NGM00024","","","","",""
"ELM0292","ELD00060","50000","3","3","3","1","0","","","","","EEN13036","0","30000","70000","EEN13037","0","100000","0","EEN13038","0","100000","0","EEN13039","0","100000","0","EEN13040","0","100000","0","","","","","NGM00003","NGM00003","NGM00003","NGM00003","NGM00024","","","","",""
"ELM0294","ELD00060","1","7","3","3","1","1","EEN13127","0","15000","85000","EEN13046","0","30000","70000","EEN13047","0","100000","0","EEN13048","0","100000","0","EEN13049","0","100000","0","EEN13050","0","20000","80000","","","","","","","","","","ITM00001","","","",""
"ELM0295","ELD00061","50000","2","3","3","1","0","","","","","EEN13051","0","40000","60000","EEN13052","0","100000","0","EEN13053","0","100000","0","EEN13054","0","100000","0","","","","","","","","","NGM00004","NGM00004","NGM00010","NGM00030","NGM00030","ITM00001","","","",""
"ELM0297","ELD00061","50000","3","3","3","1","0","","","","","EEN13061","0","30000","70000","EEN13062","0","100000","0","EEN13063","0","100000","0","EEN13064","0","100000","0","","","","","","","","","NGM00004","NGM00004","NGM00008","NGM00005","","","","","",""
"ELM0299","ELD00061","1","7","3","3","1","1","EEN13128","40000","20000","40000","EEN13071","0","30000","70000","EEN13072","0","100000","0","EEN13073","0","100000","0","EEN13074","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0300","ELD00062","50000","2","3","3","1","0","","","","","EEN13076","0","30000","70000","EEN13077","0","100000","0","EEN13078","0","100000","0","EEN13079","0","100000","0","","","","","","","","","NGM00004","NGM00030","NGM00030","NGM00030","","ITM00001","","","",""
"ELM0302","ELD00062","50000","3","3","3","1","0","","","","","EEN13086","0","30000","70000","EEN13087","0","100000","0","EEN13088","0","100000","0","EEN13089","0","100000","0","","","","","","","","","NGM00004","NGM00007","NGM00030","","","","","","",""
"ELM0304","ELD00062","1","7","3","3","1","1","EEN13129","40000","20000","40000","EEN13096","0","40000","60000","EEN13097","0","100000","0","EEN13098","0","100000","0","EEN13099","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0305","ELD00063","50000","2","3","3","1","0","","","","","EEN13101","0","40000","60000","EEN13102","0","100000","0","EEN13103","0","100000","0","EEN13104","0","100000","0","EEN13105","0","100000","0","","","","","NGM00002","NGM00004","NGM00024","NGM00007","","ITM00001","","","",""
"ELM0307","ELD00063","50000","3","3","3","1","0","","","","","EEN13111","0","30000","70000","EEN13112","0","100000","0","EEN13113","0","100000","0","EEN13114","0","100000","0","","","","","","","","","NGM00002","NGM00004","NGM00024","NGM00080","","","","","",""
"ELM0309","ELD00063","1","7","3","3","1","1","EEN13130","40000","20000","40000","EEN13121","0","30000","70000","EEN13122","0","100000","0","EEN13123","0","100000","0","EEN13124","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0310","ELD00064","50000","2","3","3","1","0","","","","","EEN14001","0","30000","70000","EEN14002","0","100000","0","EEN14003","0","100000","0","EEN14004","0","100000","0","EEN14005","0","20000","80000","","","","","NGM00026","NGM00015","NGM00026","NGM00009","","ITM00001","","","",""
"ELM0312","ELD00064","50000","3","3","3","1","0","","","","","EEN14011","0","40000","60000","EEN14012","0","100000","0","EEN14013","0","100000","0","EEN14014","0","100000","0","EEN14015","0","100000","0","","","","","NGM00026","NGM00096","NGM00015","","","","","","",""
"ELM0314","ELD00064","1","7","3","3","1","1","EEN14126","0","15000","85000","EEN14021","0","30000","70000","EEN14022","0","100000","0","EEN14023","0","100000","0","EEN14024","0","100000","0","EEN14025","0","20000","80000","","","","","","","","","","ITM00001","","","",""
"ELM0315","ELD00065","50000","2","3","3","1","0","","","","","EEN14026","0","30000","70000","EEN14027","0","100000","0","EEN14028","0","100000","0","EEN14029","0","100000","0","","","","","","","","","NGM00017","NGM00001","NGM00025","","","ITM00001","","","",""
"ELM0317","ELD00065","50000","3","3","3","1","0","","","","","EEN14036","0","40000","60000","EEN14037","0","100000","0","EEN14038","0","100000","0","EEN14039","0","100000","0","EEN14040","0","100000","0","","","","","NGM00012","NGM00012","NGM00025","","","","","","",""
"ELM0319","ELD00065","1","7","3","3","1","1","EEN14127","0","15000","85000","EEN14046","0","40000","60000","EEN14047","0","100000","0","EEN14048","0","100000","0","EEN14049","0","100000","0","EEN14050","0","20000","80000","","","","","","","","","","ITM00001","","","",""
"ELM0320","ELD00066","50000","2","3","3","1","0","","","","","EEN14051","0","40000","60000","EEN14052","0","100000","0","EEN14053","0","100000","0","EEN14054","0","100000","0","","","","","","","","","NGM00032","NGM00096","NGM00012","","","ITM00001","","","",""
"ELM0322","ELD00066","50000","3","3","3","1","0","","","","","EEN14061","0","40000","60000","EEN14062","0","100000","0","EEN14063","0","100000","0","EEN14064","0","100000","0","","","","","","","","","NGM00032","NGM00096","NGM00010","NGM00080","","","","","",""
"ELM0324","ELD00066","1","7","3","3","1","1","EEN14128","40000","20000","40000","EEN14071","0","30000","70000","EEN14072","0","100000","0","EEN14073","0","100000","0","EEN14074","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0325","ELD00067","50000","2","3","3","1","0","","","","","EEN14076","0","40000","60000","EEN14077","0","100000","0","EEN14078","0","100000","0","EEN14079","0","100000","0","","","","","","","","","NGM00026","NGM00096","NGM00009","NGM00015","","ITM00001","","","",""
"ELM0327","ELD00067","50000","3","3","3","1","0","","","","","EEN14086","0","40000","60000","EEN14087","0","100000","0","EEN14088","0","100000","0","EEN14089","0","100000","0","","","","","","","","","NGM00026","NGM00026","NGM00001","NGM00013","","","","","",""
"ELM0329","ELD00067","1","7","3","3","1","1","EEN14129","40000","20000","40000","EEN14096","0","30000","70000","EEN14097","0","100000","0","EEN14098","0","100000","0","EEN14099","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0330","ELD00068","50000","2","3","3","1","0","","","","","EEN14101","0","30000","70000","EEN14102","0","100000","0","EEN14103","0","100000","0","EEN14104","0","100000","0","EEN14105","0","100000","0","","","","","NGM00032","NGM00096","","","","ITM00001","","","",""
"ELM0332","ELD00068","50000","3","3","3","1","0","","","","","EEN14111","0","40000","60000","EEN14112","0","100000","0","EEN14113","0","100000","0","EEN14114","0","100000","0","","","","","","","","","NGM00026","NGM00026","NGM00015","","","","","","",""
"ELM0334","ELD00068","1","7","3","3","1","1","EEN14130","40000","20000","40000","EEN14121","0","30000","70000","EEN14122","0","100000","0","EEN14123","0","100000","0","EEN14124","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0335","ELD00069","50000","2","3","3","1","0","","","","","EEN15001","0","30000","70000","EEN15002","0","100000","0","EEN15003","0","100000","0","EEN15004","0","100000","0","EEN15005","0","20000","80000","","","","","NGM00001","NGM00001","NGM00021","NGM00015","","ITM00001","","","",""
"ELM0337","ELD00069","50000","3","3","3","1","0","","","","","EEN15011","0","30000","70000","EEN15012","0","100000","0","EEN15013","0","100000","0","EEN15014","0","100000","0","EEN15015","0","100000","0","","","","","NGM00001","NGM00001","NGM00012","NGM00024","","","","","",""
"ELM0339","ELD00069","1","7","3","3","1","1","EEN15126","0","15000","85000","EEN15021","0","40000","60000","EEN15022","0","100000","0","EEN15023","0","100000","0","EEN15024","0","100000","0","EEN15025","0","20000","80000","","","","","","","","","","ITM00001","","","",""
"ELM0340","ELD00070","50000","2","3","3","1","0","","","","","EEN15026","0","30000","70000","EEN15027","0","100000","0","EEN15028","0","100000","0","EEN15029","0","100000","0","","","","","","","","","NGM00032","NGM00097","NGM00012","","","ITM00001","","","",""
"ELM0342","ELD00070","50000","3","3","3","1","0","","","","","EEN15036","0","30000","70000","EEN15037","0","100000","0","EEN15038","0","100000","0","EEN15039","0","100000","0","EEN15040","0","100000","0","","","","","NGM00032","NGM00097","NGM00010","NGM00080","NGM00024","","","","",""
"ELM0344","ELD00070","1","7","3","3","1","1","EEN15127","0","15000","85000","EEN15046","0","30000","70000","EEN15047","0","100000","0","EEN15048","0","100000","0","EEN15049","0","100000","0","EEN15050","0","20000","80000","","","","","","","","","","ITM00001","","","",""
"ELM0345","ELD00071","50000","2","3","3","1","0","","","","","EEN15051","0","30000","70000","EEN15052","0","100000","0","EEN15053","0","100000","0","EEN15054","0","100000","0","","","","","","","","","NGM00032","NGM00097","NGM00009","NGM00015","","ITM00001","","","",""
"ELM0347","ELD00071","50000","3","3","3","1","0","","","","","EEN15061","0","40000","60000","EEN15062","0","100000","0","EEN15063","0","100000","0","EEN15064","0","100000","0","","","","","","","","","NGM00021","NGM00001","NGM00001","NGM00013","","","","","",""
"ELM0349","ELD00071","1","7","3","3","1","1","EEN15128","40000","20000","40000","EEN15071","0","30000","70000","EEN15072","0","100000","0","EEN15073","0","100000","0","EEN15074","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0350","ELD00072","50000","2","3","3","1","0","","","","","EEN15076","0","40000","60000","EEN15077","0","100000","0","EEN15078","0","100000","0","EEN15079","0","100000","0","","","","","","","","","NGM00001","NGM00001","NGM00008","","NGM00024","ITM00001","","","",""
"ELM0352","ELD00072","50000","3","3","3","1","0","","","","","EEN15086","0","30000","70000","EEN15087","0","100000","0","EEN15088","0","100000","0","EEN15089","0","100000","0","","","","","","","","","NGM00026","NGM00026","NGM00015","","","ITM00001","","","",""
"ELM0354","ELD00072","1","7","3","3","1","1","EEN15129","40000","20000","40000","EEN15096","0","30000","70000","EEN15097","0","100000","0","EEN15098","0","100000","0","EEN15099","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0355","ELD00073","50000","2","3","3","1","0","","","","","EEN15101","0","40000","60000","EEN15102","0","100000","0","EEN15103","0","100000","0","EEN15104","0","100000","0","EEN15105","0","100000","0","","","","","NGM00001","NGM00021","NGM00021","NGM00097","NGM00024","ITM00001","","","",""
"ELM0357","ELD00073","50000","3","3","3","1","0","","","","","EEN15111","0","40000","60000","EEN15112","0","100000","0","EEN15113","0","100000","0","EEN15114","0","100000","0","","","","","","","","","NGM00008","NGM00097","NGM00021","NGM00024","","","","","",""
"ELM0359","ELD00073","1","7","3","3","1","1","EEN15130","40000","20000","40000","EEN15121","0","40000","60000","EEN15122","0","100000","0","EEN15123","0","100000","0","EEN15124","0","100000","0","","","","","","","","","","","","","","ITM00001","","","",""
"ELM0360","ELD00074","50000","2","3","3","1","0","","","","","EEN16001","0","40000","60000","EEN16002","0","100000","0","EEN16003","0","100000","0","EEN16004","0","100000","0","EEN16005","0","100000","0","","","","","NGM00004","NGM00004","NGM00001","NGM00026","","ITM00001","","","",""
"ELM0362","ELD00074","50000","3","3","3","1","0","","","","","EEN16011","0","40000","60000","EEN16012","0","100000","0","EEN16013","0","100000","0","EEN16014","0","100000","0","","","","","","","","","NGM00004","NGM00004","NGM00025","NGM00026","","","","","",""
"ELM0364","ELD00074","1","7","3","3","1","1","EEN16126","0","15000","85000","EEN16021","0","40000","60000","EEN16022","0","100000","0","EEN16023","0","100000","0","EEN16024","0","100000","0","EEN16025","0","100000","0","","","","","","","","","","","","","",""
"ELM0365","ELD00075","50000","2","3","3","1","0","","","","","EEN16026","0","30000","70000","EEN16027","0","100000","0","EEN16028","0","100000","0","EEN16029","0","100000","0","","","","","","","","","NGM00003","NGM00032","NGM00030","NGM00026","","ITM00001","","","",""
"ELM0367","ELD00075","50000","3","3","3","1","0","","","","","EEN16036","0","30000","70000","EEN16037","0","100000","0","EEN16038","0","100000","0","EEN16039","0","100000","0","","","","","","","","","NGM00003","NGM00080","NGM00030","NGM00026","NGM00030","","","","",""
"ELM0369","ELD00075","1","7","3","3","1","1","EEN16127","40000","20000","40000","EEN16046","0","30000","70000","EEN16047","0","100000","0","EEN16048","0","100000","0","EEN16049","0","100000","0","","","","","","","","","","","","","","","","","",""
"ELM0370","ELD00076","50000","2","3","3","1","0","","","","","EEN16051","0","40000","60000","EEN16052","0","100000","0","EEN16053","0","100000","0","EEN16054","0","100000","0","","","","","","","","","NGM00003","NGM00003","NGM00001","NGM00026","NGM00001","ITM00001","","","",""
"ELM0372","ELD00076","50000","3","3","3","1","0","","","","","EEN16061","0","40000","60000","EEN16062","0","100000","0","EEN16063","0","100000","0","EEN16064","0","100000","0","","","","","","","","","NGM00003","NGM00003","NGM00001","NGM00026","NGM00080","","","","",""
"ELM0374","ELD00076","1","7","3","3","1","1","EEN16128","40000","20000","40000","EEN16071","0","30000","70000","EEN16072","0","100000","0","EEN16073","0","100000","0","EEN16074","0","100000","0","","","","","","","","","","","","","","","","","",""
"ELM0375","ELD00077","50000","2","3","3","1","0","","","","","EEN16076","0","40000","60000","EEN16077","0","100000","0","EEN16078","0","100000","0","EEN16079","0","100000","0","","","","","","","","","NGM00002","NGM00003","NGM00003","NGM00026","NGM00025","ITM00001","","","",""
"ELM0377","ELD00077","50000","3","3","3","1","0","","","","","EEN16086","0","40000","60000","EEN16087","0","100000","0","EEN16088","0","100000","0","EEN16089","0","100000","0","","","","","","","","","NGM00002","NGM00003","NGM00003","NGM00026","NGM00025","","","","",""
"ELM0379","ELD00077","1","7","3","3","1","1","EEN16129","40000","20000","40000","EEN16096","0","40000","60000","EEN16097","0","100000","0","EEN16098","0","100000","0","EEN16099","0","100000","0","","","","","","","","","","","","","","","","","",""
"ELM0380","ELD00078","50000","2","3","3","1","0","","","","","EEN16101","0","30000","70000","EEN16102","0","100000","0","EEN16103","0","100000","0","EEN16104","0","100000","0","","","","","","","","","NGM00003","NGM00026","NGM00022","NGM00026","","ITM00001","","","",""
"ELM0382","ELD00078","50000","3","3","3","1","0","","","","","EEN16111","0","40000","60000","EEN16112","0","100000","0","EEN16113","0","100000","0","EEN16114","0","100000","0","","","","","","","","","NGM00003","NGM00026","NGM00030","NGM00026","NGM00030","","","","",""
