"id","no","name","id","grow_type","rarity","max_level","cost","attribute","type_attribute","attack_area_type","family_type","sold_price","exp","hp_grow_type","attack_grow_type","defense_grow_type","chain_skill_id","chain_skill_animation","chain_skill_effect_sac_id","chain_skill_effect_plist_id","chain_skill_effect_ccb_id","active_skill_id","active_skill_animation","active_skill_effect_sac_id","active_skill_effect_plist_id","active_skill_effect_ccb_id","default_hp","default_attack","default_defense","max_hp","max_attack","max_defense","critical","accuracy","missing","ability_power","evolution","enemy_passive_skill","movable_place","flying","width","height","weakpoint_type","max_luck","family_attribute","coming_soon","description","hash"
"MON10066","98","奥丁","MON10066","400","4","90","","1","2","AAT00001","FMT00001","","","1","2","2","CSK00572","SKA00002","SKE19023","SKE19023","","ASK01084","SKA00009","","","","946","934","0","1251","1650","0","2000","100000","0","0","1","","0","0","1","1","","1","1","0","",""
"MON10067","99","奥丁","MON10067","400","5","90","","1","2","AAT00001","FMT00001","","","1","2","2","CSK00572","SKA00002","SKE19023","SKE19023","","ASK01084","SKA00009","","","","1181","1218","0","1739","1973","0","3000","100000","0","0","0","","0","0","1","1","","1","1","0","",""
"MON20066","100","洛基","MON20066","400","4","90","","2","2","AAT00001","FMT00001","","","1","2","2","CSK00585","SKA00002","SKE29031","SKE29031","","ASK00776","SKA00009","","","","1311","748","0","1549","1610","0","2000","100000","0","0","1","","GMT00001","1","1","1","","1","1","0","",""
"MON20067","101","洛基","MON20067","400","5","90","","2","2","AAT00001","FMT00001","","","1","2","2","CSK00585","SKA00002","SKE29031","SKE29031","","ASK00776","SKA00009","","","","1627","1056","0","1809","1924","0","3000","100000","0","0","0","","GMT00001","1","1","1","","1","1","0","",""
"MON30069","102","托尔","MON30069","400","4","90","","3","1","AAT00001","FMT00001","","","1","2","2","CSK00127","SKA00002","SKE31017","SKE39004","","ASK00765","SKA00009","","","","1419","703","0","1522","1462","0","2000","100000","0","0","1","","0","0","1","1","","1","1","0","",""
"MON30070","103","托尔","MON30070","400","5","90","","3","1","AAT00001","FMT00001","","","1","2","2","CSK00127","SKA00002","SKE31017","SKE39004","","ASK00765","SKA00009","","","","1660","1067","0","2003","1869","0","3000","100000","0","0","0","","0","0","1","1","","1","1","0","",""
"MON40066","104","希芙","MON40066","400","4","90","","4","3","AAT00001","FMT00001","","","1","2","2","CSK00647","SKA00002","SKE49054","SKE49054","","ASK00917","SKA00009","","","","1088","856","0","1817","1438","0","2000","100000","0","0","1","","0","0","1","1","","1","1","0","",""
"MON40067","105","希芙","MON40067","400","5","90","","4","3","AAT00001","FMT00001","","","1","2","2","CSK00647","SKA00002","SKE49054","SKE49054","","ASK00917","SKA00009","","","","1513","1068","0","2016","1889","0","3000","100000","0","0","0","","0","0","1","1","","1","1","0","",""
"MON30064","106","金龙","MON30064","400","3","90","","3","1","AAT00001","FMT00001","","","1","2","2","","","","","","","","","","","999","999","0","999","999","0","3000","100000","0","0","0","","0","0","1","1","","1","1","0","小型近战单位，掉落金币。",""
"MON30065","107","金龙","MON30065","400","3","90","","3","1","AAT00001","FMT00001","","","1","2","2","","","","","","","","","","","999","999","0","999","999","0","3000","100000","0","0","0","","0","0","1","1","","1","1","0","小型近战单位，掉落许多金币。",""
"MON30066","108","金龙","MON30066","400","3","90","","3","1","AAT00001","FMT00001","","","1","2","2","","","","","","","","","","","999","999","0","999","999","0","3000","100000","0","0","0","","GMT00001","1","1","1","","1","1","0","小型近战单位，掉落大量金币。",""
"MON10068","109","火灵兔","MON10068","400","3","90","","1","1","AAT00001","FMT00001","","","1","2","2","","","","","","","","","","","999","999","0","999","999","0","3000","100000","0","0","0","","0","0","1","1","","1","1","0","",""
"MON20068","110","水灵兔","MON20068","400","3","90","","2","1","AAT00001","FMT00001","","","1","2","2","","","","","","","","","","","999","999","0","999","999","0","3000","100000","0","0","0","","0","0","1","1","","1","1","0","",""
"MON30071","111","雷灵兔","MON30071","400","3","90","","3","1","AAT00001","FMT00001","","","1","2","2","","","","","","","","","","","999","999","0","999","999","0","3000","100000","0","0","0","","0","0","1","1","","1","1","0","",""
"MON40068","112","森灵兔","MON40068","400","3","90","","4","1","AAT00001","FMT00001","","","1","2","2","","","","","","","","","","","999","999","0","999","999","0","3000","100000","0","0","0","","0","0","1","1","","1","1","0","",""
"MON10069","113","火小恶魔","MON10069","400","3","90","","1","1","AAT00001","FMT00001","","","1","2","2","","","","","","","","","","","999","999","0","999","999","0","3000","100000","0","0","0","","GMT00001","1","1","1","","1","1","0","",""
"MON20069","114","水小恶魔","MON20069","400","3","90","","2","1","AAT00001","FMT00001","","","1","2","2","","","","","","","","","","","999","999","0","999","999","0","3000","100000","0","0","0","","GMT00001","1","1","1","","1","1","0","",""
"MON30072","115","雷小恶魔","MON30072","400","3","90","","3","1","AAT00001","FMT00001","","","1","2","2","","","","","","","","","","","999","999","0","999","999","0","3000","100000","0","0","0","","GMT00001","1","1","1","","1","1","0","",""
"MON40069","116","森小恶魔","MON40069","400","3","90","","4","1","AAT00001","FMT00001","","","1","2","2","","","","","","","","","","","999","999","0","999","999","0","3000","100000","0","0","0","","GMT00001","1","1","1","","1","1","0","",""
"MON10070","117","火重火炮","MON10070","400","3","90","","1","1","AAT00001","FMT00001","","","1","2","2","","","","","","","","","","","999","999","0","999","999","0","3000","100000","0","0","0","","0","0","1","1","","1","1","0","",""
"MON20070","118","水重火炮","MON20070","400","3","90","","2","1","AAT00001","FMT00001","","","1","2","2","","","","","","","","","","","999","999","0","999","999","0","3000","100000","0","0","0","","0","0","1","1","","1","1","0","",""
"MON30073","119","雷重火炮","MON30073","400","3","90","","3","1","AAT00001","FMT00001","","","1","2","2","","","","","","","","","","","999","999","0","999","999","0","3000","100000","0","0","0","","0","0","1","1","","1","1","0","",""
"MON40070","120","森重火炮","MON40070","400","3","90","","4","1","AAT00001","FMT00001","","","1","2","2","","","","","","","","","","","999","999","0","999","999","0","3000","100000","0","0","0","","0","0","1","1","","1","1","0","",""
"MON10071","121","火咒术魔书","MON10071","400","3","90","","1","1","AAT00001","FMT00001","","","1","2","2","","","","","","","","","","","999","999","0","999","999","0","3000","100000","0","0","0","PST10002","GMT00001","1","1","1","","1","1","0","小型远程单位，免疫技能伤害。",""
"MON20071","122","水咒术魔书","MON20071","400","3","90","","2","1","AAT00001","FMT00001","","","1","2","2","","","","","","","","","","","999","999","0","999","999","0","3000","100000","0","0","0","PST10002","GMT00001","1","1","1","","1","1","0","小型远程单位，免疫技能伤害。",""
"MON30074","123","雷咒术魔书","MON30074","400","3","90","","3","1","AAT00001","FMT00001","","","1","2","2","","","","","","","","","","","999","999","0","999","999","0","3000","100000","0","0","0","PST10002","GMT00001","1","1","1","","1","1","0","小型远程单位，免疫技能伤害。",""
"MON40071","124","森咒术魔书","MON40071","400","3","90","","4","1","AAT00001","FMT00001","","","1","2","2","","","","","","","","","","","999","999","0","999","999","0","3000","100000","0","0","0","PST10002","GMT00001","1","1","1","","1","1","0","小型远程单位，免疫技能伤害。",""
"MON10072","125","火JJ怪","MON10072","400","3","90","","1","1","AAT00001","FMT00001","","","1","2","2","","","","","","","","","","","999","999","0","999","999","0","3000","100000","0","0","0","","0","0","1","1","","1","1","0","",""
"MON20072","126","水JJ怪","MON20072","400","3","90","","2","1","AAT00001","FMT00001","","","1","2","2","","","","","","","","","","","999","999","0","999","999","0","3000","100000","0","0","0","","0","0","1","1","","1","1","0","",""
"MON30075","127","雷JJ怪","MON30075","400","3","90","","3","1","AAT00001","FMT00001","","","1","2","2","","","","","","","","","","","999","999","0","999","999","0","3000","100000","0","0","0","","0","0","1","1","","1","1","0","",""
"MON40072","128","森JJ怪","MON40072","400","3","90","","4","1","AAT00001","FMT00001","","","1","2","2","","","","","","","","","","","999","999","0","999","999","0","3000","100000","0","0","0","","0","0","1","1","","1","1","0","",""
"MON10073","129","熔岩领主","MON10073","400","4","90","","1","1","AAT00001","FMT00001","","","1","2","2","","","","","","","","","","","999","999","0","999","999","0","3000","100000","0","0","0","","0","0","2","2","","1","1","0","大型近战单位，拥有击飞技能。",""
"MON20073","130","鸡巴脸","MON20073","400","4","90","","2","1","AAT00001","FMT00001","","","1","2","2","","","","","","","","","","","999","999","0","999","999","0","3000","100000","0","0","0","PST10001","0","0","1","1","","1","1","0","小型近战单位，免疫普通伤害。",""
"MON30076","131","影龙","MON30076","400","4","90","","3","1","AAT00001","FMT00001","","","1","2","2","","","","","","","","","","","999","999","0","999","999","0","3000","100000","0","0","0","","0","0","2","2","","1","1","0","大型远程单位，拥有全屏技能，报一箭之仇吧！",""
"MON40073","132","战争古树","MON40073","400","4","90","","4","1","AAT00001","FMT00001","","","1","2","2","","","","","","","","","","","999","999","0","999","999","0","3000","100000","0","0","0","","0","0","2","2","","1","1","0","大型近战单位，拥有强大的护甲。",""
"MON10074","133","普罗米修斯","MON10074","400","3","90","","1","1","AAT00001","FMT00001","","","1","2","2","CSK00667","SKA00003","SKE19041","SKE19041","","ASK00940","SKA00007","","","","1204","392","0","1270","1158","0","1000","100000","0","0","1","","0","0","2","2","","1","1","0","",""
"MON10075","134","普罗米修斯","MON10075","400","4","90","","1","1","AAT00001","FMT00001","","","1","2","2","CSK00667","SKA00003","SKE19041","SKE19041","","ASK00940","SKA00007","","","","1440","614","0","2024","1331","0","2000","100000","0","0","1","","0","0","2","2","","1","1","0","",""
"MON10076","135","普罗米修斯","MON10076","400","5","90","","1","1","AAT00001","FMT00001","","","1","2","2","CSK00667","SKA00003","SKE19041","SKE19041","","ASK00940","SKA00007","","","","2090","779","0","2531","1511","0","3000","100000","0","0","0","","0","0","2","2","","1","1","0","",""
"MON30077","136","潘多拉","MON30077","400","3","90","","3","3","AAT00001","FMT00001","","","1","2","2","CSK00578","SKA00008","","","","ASK00867","SKA00007","","","","907","522","0","1554","954","0","1000","100000","0","0","1","","GMT00001","1","1","1","","1","1","0","",""
"MON30078","137","潘多拉","MON30078","400","4","90","","3","3","AAT00001","FMT00001","","","1","2","2","CSK00578","SKA00008","","","","ASK00867","SKA00007","","","","1392","695","0","1966","1270","0","2000","100000","0","0","1","","GMT00001","1","1","1","","1","1","0","",""
"MON30079","138","潘多拉","MON30079","400","5","90","","3","3","AAT00001","FMT00001","","","1","2","2","CSK00578","SKA00008","","","","ASK00867","SKA00007","","","","2018","761","0","2611","1469","0","3000","100000","0","0","0","","GMT00001","1","1","1","","1","1","0","",""
"MON40074","139","阿瑞斯","MON40074","400","3","90","","4","2","AAT00001","FMT00001","","","1","2","2","CSK00587","SKA00003","SKE49030","SKE49030","","ASK00836","SKA00013","SKE49030","SKE49030","","501","700","0","1004","1275","0","1000","100000","0","0","1","","0","0","2","2","","1","1","0","",""
"MON40075","140","阿瑞斯","MON40075","400","4","90","","4","2","AAT00001","FMT00001","","","1","2","2","CSK00587","SKA00003","SKE49030","SKE49030","","ASK00836","SKA00013","SKE49030","SKE49030","","564","1087","0","1458","1498","0","2000","100000","0","0","1","","0","0","2","2","","1","1","0","",""
"MON40076","141","阿瑞斯","MON40076","400","5","90","","4","2","AAT00001","FMT00001","","","1","2","2","CSK00587","SKA00003","SKE49031","SKE49031","","ASK00836","SKA00013","SKE49030","SKE49030","","624","1392","0","1492","2020","0","3000","100000","0","0","0","","0","0","2","2","","1","1","0","",""
"MON30088","142","糕点萨","MON30088","400","5","90","","3","3","AAT00001","FMT00001","","","1","2","2","CSK00625","SKA00008","","","","ASK00894","SKA00002","SKE39045","","","1503","1031","0","1508","2039","0","3000","100000","0","0","0","","0","0","2","2","","1","1","0","",""
"MON20075","143","美杜莎","MON20075","400","3","90","","2","3","AAT00001","FMT00001","","","1","2","2","CSK00607","SKA00003","SKE29040","","","ASK00918","SKA00012","SKE29055","SKE29055","","802","531","0","1875","1279","0","1000","100000","0","0","1","","0","0","1","1","","1","1","0","",""
"MON20076","144","美杜莎","MON20076","400","4","90","","2","3","AAT00001","FMT00001","","","1","2","2","CSK00607","SKA00003","SKE29040","","","ASK00918","SKA00012","SKE29055","SKE29055","","982","824","0","1528","1498","0","2000","100000","0","0","1","","0","0","1","1","","1","1","0","",""
"MON20077","145","美杜莎","MON20077","400","5","90","","2","3","AAT00001","FMT00001","","","1","2","2","CSK00607","SKA00003","SKE29040","","","ASK00918","SKA00012","SKE29055","SKE29055","","1114","1172","0","1990","1779","0","3000","100000","0","0","0","","0","0","1","1","","1","1","0","",""
"MON10077","147","刘备","MON10077","400","4","90","","1","2","AAT00001","FMT00001","","","1","2","2","CSK00589","SKA00003","SKE19031","SKE19031","","ASK00842","SKA00002","SKE13013","SKE13013","","1053","932","0","2021","1421","0","2000","100000","0","0","1","","0","0","2","2","","1","1","0","",""
"MON10078","148","刘备","MON10078","400","5","90","","1","2","AAT00001","FMT00001","","","1","2","2","CSK00589","SKA00003","SKE19031","SKE19031","","ASK00842","SKA00002","SKE13013","SKE13013","","1532","1123","0","2582","1635","0","3000","100000","0","0","0","","0","0","2","2","","1","1","0","",""
"MON20078","149","赵云","MON20078","400","4","90","","2","2","AAT00001","FMT00001","","","1","2","2","CSK00596","SKA00003","SKE29033","SKE29033","","ASK00848","SKA00003","SKE29033","SKE29033","","1082","915","0","1351","1612","0","2000","100000","0","0","1","","0","0","1","1","","1","1","0","",""
"MON20079","150","赵云","MON20079","400","5","90","","2","2","AAT00001","FMT00001","","","1","2","2","CSK00596","SKA00003","SKE29033","SKE29033","","ASK00848","SKA00003","SKE29033","SKE29033","","1553","1101","0","1522","2110","0","3000","100000","0","0","0","","0","0","1","1","","1","1","0","",""
"MON30080","151","张飞","MON30080","400","4","90","","3","1","AAT00001","FMT00001","","","1","2","2","CSK00027","SKA00003","SKE39028","SKE39028","","ASK00942","SKA00003","SKE39028","SKE39028","","1132","905","0","2525","1172","0","2000","100000","0","0","1","","0","0","1","1","","1","1","0","",""
"MON30081","152","张飞","MON30081","400","5","90","","3","1","AAT00001","FMT00001","","","1","2","2","CSK00027","SKA00003","SKE39028","SKE39028","","ASK00942","SKA00003","SKE39028","SKE39028","","1725","1021","0","3021","1393","0","3000","100000","0","0","0","","0","0","1","1","","1","1","0","",""
"MON40077","153","关羽","MON40077","400","4","90","","4","3","AAT00001","FMT00001","","","1","2","2","CSK00594","SKA00003","SKE49031","SKE49031","","ASK00852","SKA00008","","","","1103","901","0","1025","1832","0","2000","100000","0","0","1","","0","0","1","1","","1","1","0","",""
"MON40078","154","关羽","MON40078","400","5","90","","4","3","AAT00001","FMT00001","","","1","2","2","CSK00594","SKA00003","SKE49031","SKE49031","","ASK00852","SKA00008","","","","1687","1023","0","1725","2035","0","3000","100000","0","0","0","","0","0","1","1","","1","1","0","",""
"MON10079","155","吕布","MON10079","400","4","90","","1","2","AAT00001","FMT00001","","","1","2","2","CSK00620","SKA00005","SKE15005","SKE19008","","ASK00419","SKA00006","","","SKE10002","1176","818","0","1368","1635","0","3000","100000","0","0","1","","0","0","2","2","","1","1","0","大型近战单位，拥有破坏元素方块和冲锋技能。",""
"MON10080","156","吕布","MON10080","400","5","90","","1","2","AAT00001","FMT00001","","","1","2","2","CSK00620","SKA00005","SKE19012","SKE19012","","ASK00419","SKA00006","","","SKE10003","1545","1143","0","1943","1896","0","4000","100000","0","0","0","","0","0","2","2","","1","1","0","大型近战单位，拥有破坏元素方块和冲锋技能。",""
"MON10083","157","暴走布","MON10083","400","5","90","","1","1","AAT00001","FMT00001","","","1","2","2","CSK00985","SKA00009","","","","ASK00419","SKA00006","","","SKE10003","855","1445","0","1546","2215","0","4000","100000","0","0","0","","0","0","2","2","","1","1","0","",""
