"id","name","monster_id","boss","move_ai","movable_count","attack_ai","attackable_count","ai_change_type","ai_percent","ai_point","hp","parts_count","attack","defense","critical","accuracy","miss","position_restriction","x","y","attribute","drop_coin","drop_material1","material_rate1","drop_material2","material_rate2","drop_material3","material_rate3","drop_material4","material_rate4","drop_piece","drop_piece_number","drop_level"
"LGN04014","雷小恶魔","MON30072","0","MAI00005","1","AAI00002","1","","","","5000","99","3500","200","1000","100000","0","3","-1","-1","3","94","","","","","","","","","","",""
"LGN04015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LGN04016","狂怒的奥格瑞玛步兵","MON10007","0","MAI00005","1","AAI00001","1","","","","1500","99","6000","0","1000","100000","0","3","-1","-1","1","68","","","","","","","","","MOP10028","1",""
"LGN04017","狂怒的奥格瑞玛步兵","MON10007","0","MAI00005","1","AAI00001","1","","","","1500","99","6000","0","1000","100000","0","3","-1","-1","1","73","","","","","","","","","","",""
"LGN04018","迪菲亚女法师","MON10010","0","MAI00006","2","AAI00003","1","","","","6500","99","4000","0","1000","100000","0","3","-1","-1","1","112","","","","","","","","","","",""
"LGN04019","熔岩作战傀儡","MON10028","0","MAI00005","2","AAI00010","1","","","","12000","99","3500","400","1000","100000","0","3","-1","-1","1","175","","","","","","","","","","",""
"LGN04020","狂怒矿工","MON10003","0","MAI00005","2","AAI00002","1","","","","4000","99","3500","0","1000","100000","0","3","-1","-1","1","78","","","","","","","","","","",""
"LGN04021","狂怒的奥格瑞玛步兵","MON10007","0","MAI00005","1","AAI00001","1","","","","1500","99","6000","0","1000","100000","0","3","-1","-1","1","68","","","","","","","","","","",""
"LGN04022","火元素","MON10001","0","MAI00005","1","AAI00002","1","","","","6000","99","2500","400","1000","100000","0","3","-1","-1","1","96","","","","","","","","","","",""
"LGN04023","燃烧蝙蝠","MON10005","0","MAI00005","3","AAI00002","1","","","","5000","99","3000","100","1000","100000","0","3","-1","-1","1","81","","","","","","","","","","",""
"LGN04024","燃烧猫头鹰","MON10008","0","MAI00005","2","AAI00029","1","","","","5000","99","2000","0","1000","100000","0","3","-1","-1","1","80","","","","","","","","","","",""
"LGN04025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LGN04026","火灵兔","MON10068","0","MAI00002|MAI00005","2|0","AAI00002|AAI00044","1|1","ACT00003","30000","0","2500","99","1","800","1000","100000","0","3","-1","-1","1","28","","","","","","","","","","",""
"LGN04027","火小恶魔","MON10069","0","MAI00005","2","AAI00002","2","","","","5000","99","3500","200","1000","100000","0","3","-1","-1","1","86","","","","","","","","","","",""
"LGN04028","火重火炮","MON10070","0","MAI00006","1","AAI00110","2","","","","12","99","2500","100000","1000","100000","0","3","-1","-1","1","29","","","","","","","","","","",""
"LGN04029","火咒术魔书","MON10071","0","MAI00006","2","AAI00028","1","","","","4000","99","1600","0","1000","100000","0","3","-1","-1","1","60","","","","","","","","","","",""
"LGN04030","火JJ怪","MON10072","0","MAI00005|MAI00005","1|0","AAI00002|AAI00102","1|1","ACT00004","50000","","3500","99","2000","666","1000","100000","0","3","-1","-1","1","56","","","","","","","","","","",""
"LGN04031","燃烧南瓜国王","MON10053","0","MAI00005","2","AAI00002","1","","","","6","99","1890","4500","1000","100000","0","3","-1","-1","1","18","","","","","","","","","","",""
"LGN04032","燃烧猫头鹰","MON10008","0","MAI00005","2","AAI00029","1","","","","5000","99","2000","0","1000","100000","0","3","-1","-1","1","64","","","","","","","","","","",""
"LGN04033","狂怒矿工","MON10003","0","MAI00005","2","AAI00002","1","","","","4000","99","3500","0","1000","100000","0","3","-1","-1","1","64","","","","","","","","","","",""
"LGN04034","火灵兔","MON10068","0","MAI00002|MAI00005","2|0","AAI00002|AAI00044","1|1","ACT00003","30000","0","2500","99","1","800","1000","100000","0","3","-1","-1","1","25","","","","","","","","","","",""
"LGN04035","龙人暴怒者","MON10015","0","MAI00005","1","AAI00002","1","","","","8800","99","4200","600","1000","100000","0","3","-1","-1","1","114","","","","","","","","","","",""
"LGN04036","火灵兔","MON10068","0","MAI00002|MAI00005","2|0","AAI00002|AAI00044","1|1","ACT00003","30000","0","2500","99","1","800","1000","100000","0","3","-1","-1","1","22","","","","","","","","","","",""
"LGN04037","火灵兔","MON10068","0","MAI00002|MAI00005","2|0","AAI00002|AAI00044","1|1","ACT00003","30000","0","2500","99","1","800","1000","100000","0","3","-1","-1","1","22","","","","","","","","","","",""
"LGN04038","龙人暴怒者","MON10015","0","MAI00005","1","AAI00002","1","","","","8800","99","4200","600","1000","100000","0","3","-1","-1","1","139","","","","","","","","","","",""
"LGN04039","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LGN04040","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LGN04041","燃烧猫头鹰","MON10008","0","MAI00005","2","AAI00029","1","","","","5000","99","2000","0","1000","100000","0","3","-1","-1","1","80","","","","","","","","","","",""
"LGN04042","火咒术魔书","MON10071","0","MAI00006","2","AAI00028","1","","","","4000","99","1600","0","1000","100000","0","3","-1","-1","1","63","","","","","","","","","","",""
"LGN04043","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LGN04044","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LGN04045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LGN04046","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LGN04047","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LGN04048","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LGN04049","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LGN04050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LGN04051","吕布","MON10080","1","MAI00005|MAI00006|MAI00005","2|2|2","AAI00124|AAI00125|AAI00124","1|1|1","ACT00001","33000","2","135000","99","5400","1800","3000","100000","0","3","-1","-1","1","1250","","","","","","","","","MOP10030","1",""
"LGN04051","吕布","MON10080","1","MAI00005|MAI00006|MAI00005","2|2|2","AAI00124|AAI00125|AAI00124","1|1|1","ACT00001","33000","2","135000","99","5400","1800","3000","100000","0","3","-1","-1","1","1278","","","","","","","","","MOP10030","1",""
"LGN04053","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LGN04054","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LGN04055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
